,state,state_p,act,r_disp,s,s_p
313,"(9.3e-05, 3.256)","(9.3e-05, 2.156)",140.0,1.447241,12932,12934
314,"(9.3e-05, 3.256)","(9.3e-05, 2.156)",150.0,1.391667,12932,12934
315,"(9.4e-05, 3.256)","(9.4e-05, 2.156)",160.0,1.350894,23635,23637
316,"(9.5e-05, 3.256)","(9.5e-05, 2.156)",170.0,1.300827,5843,5845
317,"(9.6e-05, 3.256)","(9.6e-05, 2.156)",180.0,1.263846,15990,15992
318,"(9.7e-05, 3.256)","(9.7e-05, 2.156)",190.0,1.218433,26971,26973
319,"(9.9e-05, 3.256)","(9.9e-05, 2.156)",200.0,1.184672,19048,19050
320,"(8.7e-05, 2.156)","(8.7e-05, 3.3)",10.0,1.078333,6957,6958
321,"(8.9e-05, 2.156)","(8.9e-05, 3.3)",20.0,1.116667,28085,28086
322,"(9e-05, 2.156)","(9e-05, 3.3)",30.0,1.142534,9876,9877
323,"(9e-05, 2.156)","(9e-05, 3.3)",40.0,1.161818,9876,9877
324,"(9e-05, 2.156)","(9e-05, 3.3)",50.0,1.156818,9876,9877
325,"(9e-05, 2.156)","(9e-05, 3.3)",60.0,1.143611,9876,9877
326,"(9e-05, 2.156)","(9e-05, 3.3)",70.0,1.11466,9876,9877
327,"(9.1e-05, 2.156)","(9.1e-05, 3.3)",80.0,1.086667,20162,20163
328,"(9.3e-05, 2.156)","(9.3e-05, 3.3)",90.0,1.052403,12934,12935
329,"(9.5e-05, 2.156)","(9.5e-05, 3.3)",100.0,1.026433,5845,5846
330,"(9.8e-05, 2.156)","(9.8e-05, 3.3)",110.0,0.994689,8903,8904
331,"(0.000101, 2.156)","(0.000101, 3.3)",120.0,0.964242,11961,11962
332,"(0.000104, 2.156)","(0.000104, 3.3)",130.0,0.940952,15019,15020
333,"(0.000108, 2.156)","(0.000108, 3.3)",140.0,-1.081834,563,564
334,"(0.000112, 2.156)","(0.000112, 3.3)",150.0,-1.098669,14046,14047
335,"(0.000116, 2.156)","(0.000116, 3.3)",160.0,-1.12142,28224,28225
336,"(0.000121, 2.156)","(0.000121, 3.3)",170.0,-1.138254,23776,23777
337,"(0.000125, 2.156)","(0.000125, 3.3)",180.0,-1.155089,9042,9043
338,"(0.00013, 2.156)","(0.00013, 3.3)",190.0,-1.171923,4872,4873
339,"(0.000135, 2.156)","(0.000135, 3.3)",200.0,-1.18284,702,703
360,"(8.7e-05, 2.156)","(8.7e-05, 3.3)",10.0,1.082248,6957,6958
361,"(8.9e-05, 2.156)","(8.9e-05, 3.3)",20.0,1.115,28085,28086
362,"(9e-05, 2.156)","(9e-05, 3.3)",30.0,1.133936,9876,9877
363,"(9e-05, 2.156)","(9e-05, 3.3)",40.0,1.137143,9876,9877
364,"(9e-05, 2.156)","(9e-05, 3.3)",50.0,1.132143,9876,9877
365,"(9e-05, 2.156)","(9e-05, 3.3)",60.0,1.110845,9876,9877
366,"(9e-05, 2.156)","(9e-05, 3.3)",70.0,1.09,9876,9877
367,"(9.1e-05, 2.156)","(9.1e-05, 3.3)",80.0,1.054595,20162,20163
368,"(9.3e-05, 2.156)","(9.3e-05, 3.3)",90.0,1.020789,12934,12935
369,"(9.5e-05, 2.156)","(9.5e-05, 3.3)",100.0,0.995161,5845,5846
370,"(9.8e-05, 2.156)","(9.8e-05, 3.3)",110.0,0.963868,8903,8904
371,"(0.000101, 2.156)","(0.000101, 3.3)",120.0,-0.06,11961,11962
372,"(0.000104, 2.156)","(0.000104, 3.3)",130.0,-1.083519,15019,15020
373,"(0.000108, 2.156)","(0.000108, 3.3)",140.0,-1.107037,563,564
374,"(0.000112, 2.156)","(0.000112, 3.3)",150.0,-1.130556,14046,14047
375,"(0.000116, 2.156)","(0.000116, 3.3)",160.0,-1.147901,28224,28225
376,"(0.000121, 2.156)","(0.000121, 3.3)",170.0,-1.17142,23776,23777
377,"(0.000125, 2.156)","(0.000125, 3.3)",180.0,-1.182593,9042,9043
378,"(0.00013, 2.156)","(0.00013, 3.3)",190.0,-1.199938,4872,4873
379,"(0.000135, 2.156)","(0.000135, 3.3)",200.0,-1.217284,702,703
380,"(0.0001, 3.3)","(0.0001, 3.212)",10.0,1.075925,1537,1538
381,"(9.7e-05, 3.3)","(9.7e-05, 3.212)",20.0,1.151491,26974,26975
382,"(9.5e-05, 3.3)","(9.5e-05, 3.212)",30.0,1.215263,5846,5847
383,"(9.5e-05, 3.3)","(9.5e-05, 3.212)",40.0,1.269655,5846,5847
384,"(9.7e-05, 3.3)","(9.7e-05, 3.212)",50.0,1.310714,26974,26975
385,"(0.000101, 3.3)","(0.000101, 3.212)",60.0,1.345,11962,11963
386,"(0.000106, 3.3)","(0.000106, 3.212)",70.0,1.371015,7931,7932
387,"(0.000111, 3.3)","(0.000111, 3.212)",80.0,1.398462,3761,3762
388,"(0.000117, 3.3)","(0.000117, 3.212)",90.0,1.371667,10016,10017
389,"(0.000122, 3.3)","(0.000122, 3.212)",100.0,1.314964,5985,5986
390,"(0.000128, 3.3)","(0.000128, 3.212)",110.0,1.261901,12101,12102
391,"(0.000134, 3.3)","(0.000134, 3.212)",120.0,1.220822,18217,18218
392,"(0.00014, 3.3)","(0.00014, 3.212)",130.0,1.181667,25028,25029
393,"(0.000146, 3.3)","(0.000146, 3.212)",140.0,1.144286,2927,2928
394,"(0.000153, 3.3)","(0.000153, 3.212)",150.0,1.108544,19329,19330
395,"(0.000159, 3.3)","(0.000159, 3.212)",160.0,1.074321,26279,26280
396,"(0.000164, 3.3)","(0.000164, 3.212)",170.0,1.041506,21692,21693
397,"(0.000169, 3.3)","(0.000169, 3.212)",180.0,1.016509,17383,17384
398,"(0.000172, 3.3)","(0.000172, 3.212)",190.0,0.992209,20580,20581
399,"(0.000173, 3.3)","(0.000173, 3.212)",200.0,0.968571,3066,3067
400,"(0.0001, 3.3)","(0.0001, 3.212)",10.0,1.075,1537,1538
401,"(9.7e-05, 3.3)","(9.7e-05, 3.212)",20.0,1.156667,26974,26975
402,"(9.5e-05, 3.3)","(9.5e-05, 3.212)",30.0,1.228421,5846,5847
403,"(9.5e-05, 3.3)","(9.5e-05, 3.212)",40.0,1.283448,5846,5847
404,"(9.7e-05, 3.3)","(9.7e-05, 3.212)",50.0,1.325,26974,26975
405,"(0.000101, 3.3)","(0.000101, 3.212)",60.0,1.359706,11962,11963
406,"(0.000106, 3.3)","(0.000106, 3.212)",70.0,1.386053,7931,7932
407,"(0.000111, 3.3)","(0.000111, 3.212)",80.0,1.413846,3761,3762
408,"(0.000117, 3.3)","(0.000117, 3.212)",90.0,1.386818,10016,10017
409,"(0.000122, 3.3)","(0.000122, 3.212)",100.0,1.329562,5985,5986
410,"(0.000128, 3.3)","(0.000128, 3.212)",110.0,1.275986,12101,12102
411,"(0.000134, 3.3)","(0.000134, 3.212)",120.0,1.234521,18217,18218
412,"(0.00014, 3.3)","(0.00014, 3.212)",130.0,1.195,25028,25029
413,"(0.000146, 3.3)","(0.000146, 3.212)",140.0,1.157273,2927,2928
414,"(0.000153, 3.3)","(0.000153, 3.212)",150.0,1.121203,19329,19330
415,"(0.000159, 3.3)","(0.000159, 3.212)",160.0,1.086667,26279,26280
416,"(0.000164, 3.3)","(0.000164, 3.212)",170.0,1.053554,21692,21693
417,"(0.000169, 3.3)","(0.000169, 3.212)",180.0,1.028343,17383,17384
418,"(0.000172, 3.3)","(0.000172, 3.212)",190.0,1.003837,20580,20581
419,"(0.000173, 3.3)","(0.000173, 3.212)",200.0,0.98,3066,3067
420,"(0.0001, 3.3)","(0.0001, 3.212)",10.0,1.067727,1537,1538
421,"(9.7e-05, 3.3)","(9.7e-05, 3.212)",20.0,1.131935,26974,26975
422,"(9.5e-05, 3.3)","(9.5e-05, 3.212)",30.0,1.180946,5846,5847
423,"(9.5e-05, 3.3)","(9.5e-05, 3.212)",40.0,1.226479,5846,5847
424,"(9.7e-05, 3.3)","(9.7e-05, 3.212)",50.0,1.257609,26974,26975
425,"(0.000101, 3.3)","(0.000101, 3.212)",60.0,1.290896,11962,11963
426,"(0.000106, 3.3)","(0.000106, 3.212)",70.0,1.305909,7931,7932
427,"(0.000111, 3.3)","(0.000111, 3.212)",80.0,1.321538,3761,3762
428,"(0.000117, 3.3)","(0.000117, 3.212)",90.0,1.295909,10016,10017
429,"(0.000122, 3.3)","(0.000122, 3.212)",100.0,1.241971,5985,5986
430,"(0.000128, 3.3)","(0.000128, 3.212)",110.0,1.191479,12101,12102
431,"(0.000134, 3.3)","(0.000134, 3.212)",120.0,1.152329,18217,18218
432,"(0.00014, 3.3)","(0.00014, 3.212)",130.0,1.115,25028,25029
433,"(0.000146, 3.3)","(0.000146, 3.212)",140.0,1.079351,2927,2928
434,"(0.000153, 3.3)","(0.000153, 3.212)",150.0,1.045253,19329,19330
435,"(0.000159, 3.3)","(0.000159, 3.212)",160.0,1.012593,26279,26280
436,"(0.000164, 3.3)","(0.000164, 3.212)",170.0,0.981265,21692,21693
437,"(0.000169, 3.3)","(0.000169, 3.212)",180.0,0.957337,17383,17384
438,"(0.000172, 3.3)","(0.000172, 3.212)",190.0,0.93407,20580,20581
439,"(0.000173, 3.3)","(0.000173, 3.212)",200.0,0.911429,3066,3067
440,"(5.6e-05, 3.212)","(5.6e-05, 3.476)",10.0,1.08875,21137,21138
441,"(5.6e-05, 3.212)","(5.6e-05, 3.476)",20.0,1.183182,21137,21138
442,"(5.5e-05, 3.212)","(5.5e-05, 3.476)",30.0,1.273344,10712,10713
443,"(5e-05, 3.212)","(5e-05, 3.476)",40.0,1.343636,14743,14744
444,"(4.4e-05, 3.212)","(4.4e-05, 3.476)",50.0,1.403571,8627,8628
445,"(3.7e-05, 3.212)","(3.7e-05, 3.476)",60.0,1.448873,19886,19887
446,"(2.9e-05, 3.212)","(2.9e-05, 3.476)",70.0,1.497847,20998,20999
447,"(2.3e-05, 3.212)","(2.3e-05, 3.476)",80.0,1.515556,14604,14605
448,"(1.5e-05, 3.212)","(1.5e-05, 3.476)",90.0,1.455,15577,15578
449,"(9e-06, 3.212)","(9e-06, 3.476)",100.0,1.398276,9461,9462
450,"(4e-06, 3.212)","(4e-06, 3.476)",110.0,1.354396,13492,13493
451,"(0.0, 3.212)","(0.0, 3.476)",120.0,1.303636,9,10
452,"(4e-06, 3.212)","(4e-06, 3.476)",130.0,1.264114,13492,13493
453,"(7e-06, 3.212)","(7e-06, 3.476)",140.0,1.226296,16550,16551
454,"(1.1e-05, 3.212)","(1.1e-05, 3.476)",150.0,1.19006,2233,2234
455,"(1.5e-05, 3.212)","(1.5e-05, 3.476)",160.0,1.162604,15577,15578
456,"(1.9e-05, 3.212)","(1.9e-05, 3.476)",170.0,1.128873,1121,1122
457,"(2.3e-05, 3.212)","(2.3e-05, 3.476)",180.0,1.103182,14604,14605
458,"(2.7e-05, 3.212)","(2.7e-05, 3.476)",190.0,1.078184,148,149
459,"(3.1e-05, 3.212)","(3.1e-05, 3.476)",200.0,1.053846,13631,13632
460,"(5.6e-05, 3.212)","(5.6e-05, 3.476)",10.0,1.078799,21137,21138
461,"(5.6e-05, 3.212)","(5.6e-05, 3.476)",20.0,1.158675,21137,21138
462,"(5.5e-05, 3.212)","(5.5e-05, 3.476)",30.0,1.220669,10712,10713
463,"(5e-05, 3.212)","(5e-05, 3.476)",40.0,1.273333,14743,14744
464,"(4.4e-05, 3.212)","(4.4e-05, 3.476)",50.0,1.322222,8627,8628
465,"(3.7e-05, 3.212)","(3.7e-05, 3.476)",60.0,1.355714,19886,19887
466,"(2.9e-05, 3.212)","(2.9e-05, 3.476)",70.0,1.391471,20998,20999
467,"(2.3e-05, 3.212)","(2.3e-05, 3.476)",80.0,1.397037,14604,14605
468,"(1.5e-05, 3.212)","(1.5e-05, 3.476)",90.0,1.340714,15577,15578
469,"(9e-06, 3.212)","(9e-06, 3.476)",100.0,1.287931,9461,9462
470,"(4e-06, 3.212)","(4e-06, 3.476)",110.0,1.247013,13492,13493
471,"(0.0, 3.212)","(0.0, 3.476)",120.0,1.19974,9,10
472,"(4e-06, 3.212)","(4e-06, 3.476)",130.0,1.162848,13492,13493
473,"(7e-06, 3.212)","(7e-06, 3.476)",140.0,1.127531,16550,16551
474,"(1.1e-05, 3.212)","(1.1e-05, 3.476)",150.0,1.093675,2233,2234
475,"(1.5e-05, 3.212)","(1.5e-05, 3.476)",160.0,1.067929,15577,15578
476,"(1.9e-05, 3.212)","(1.9e-05, 3.476)",170.0,1.036387,1121,1122
477,"(2.3e-05, 3.212)","(2.3e-05, 3.476)",180.0,1.012273,14604,14605
478,"(2.7e-05, 3.212)","(2.7e-05, 3.476)",190.0,0.988799,148,149
479,"(3.1e-05, 3.212)","(3.1e-05, 3.476)",200.0,0.965934,13631,13632
500,"(2.3e-05, 3.476)","(2.3e-05, 3.388)",10.0,1.020641,14605,14606
501,"(2.8e-05, 3.476)","(2.8e-05, 3.388)",20.0,1.035752,10574,10575
502,"(3.4e-05, 3.476)","(3.4e-05, 3.388)",30.0,1.037632,16690,16691
503,"(3.8e-05, 3.476)","(3.8e-05, 3.388)",40.0,1.039603,2373,2374
504,"(4.2e-05, 3.476)","(4.2e-05, 3.388)",50.0,1.034603,15717,15718
505,"(4.5e-05, 3.476)","(4.5e-05, 3.388)",60.0,1.022632,18775,18776
506,"(4.8e-05, 3.476)","(4.8e-05, 3.388)",70.0,1.010752,22250,22251
507,"(5.1e-05, 3.476)","(5.1e-05, 3.388)",80.0,0.992258,25725,25726
508,"(5.3e-05, 3.476)","(5.3e-05, 3.388)",90.0,0.967658,17802,17803
509,"(5.6e-05, 3.476)","(5.6e-05, 3.388)",100.0,-0.05,21138,21139
510,"(5.8e-05, 3.476)","(5.8e-05, 3.388)",110.0,-1.07375,13771,13772
511,"(6.1e-05, 3.476)","(6.1e-05, 3.388)",120.0,-1.09125,16829,16830
512,"(6.4e-05, 3.476)","(6.4e-05, 3.388)",130.0,-1.115,20026,20027
513,"(6.7e-05, 3.476)","(6.7e-05, 3.388)",140.0,-1.1325,23501,23502
514,"(7e-05, 3.476)","(7e-05, 3.388)",150.0,-1.15,26837,26838
515,"(7.3e-05, 3.476)","(7.3e-05, 3.388)",160.0,-1.1675,1400,1401
516,"(7.7e-05, 3.476)","(7.7e-05, 3.388)",170.0,-1.185,14883,14884
517,"(8.1e-05, 3.476)","(8.1e-05, 3.388)",180.0,-1.2025,427,428
518,"(8.4e-05, 3.476)","(8.4e-05, 3.388)",190.0,-1.21375,3624,3625
519,"(8.8e-05, 3.476)","(8.8e-05, 3.388)",200.0,-1.225,16968,16969
520,"(2.3e-05, 3.476)","(2.3e-05, 3.388)",10.0,1.013634,14605,14606
521,"(2.8e-05, 3.476)","(2.8e-05, 3.388)",20.0,1.021447,10574,10575
522,"(3.4e-05, 3.476)","(3.4e-05, 3.388)",30.0,1.029586,16690,16691
523,"(3.8e-05, 3.476)","(3.8e-05, 3.388)",40.0,1.024586,2373,2374
524,"(4.2e-05, 3.476)","(4.2e-05, 3.388)",50.0,1.019586,15717,15718
525,"(4.5e-05, 3.476)","(4.5e-05, 3.388)",60.0,1.014586,18775,18776
526,"(4.8e-05, 3.476)","(4.8e-05, 3.388)",70.0,1.002975,22250,22251
527,"(5.1e-05, 3.476)","(5.1e-05, 3.388)",80.0,0.985,25725,25726
528,"(5.3e-05, 3.476)","(5.3e-05, 3.388)",90.0,0.973634,17802,17803
529,"(5.6e-05, 3.476)","(5.6e-05, 3.388)",100.0,0.956135,21138,21139
530,"(5.8e-05, 3.476)","(5.8e-05, 3.388)",110.0,-1.061098,13771,13772
531,"(6.1e-05, 3.476)","(6.1e-05, 3.388)",120.0,-1.078293,16829,16830
532,"(6.4e-05, 3.476)","(6.4e-05, 3.388)",130.0,-1.08939,20026,20027
533,"(6.7e-05, 3.476)","(6.7e-05, 3.388)",140.0,-1.106585,23501,23502
534,"(7e-05, 3.476)","(7e-05, 3.388)",150.0,-1.12378,26837,26838
535,"(7.3e-05, 3.476)","(7.3e-05, 3.388)",160.0,-1.140976,1400,1401
536,"(7.7e-05, 3.476)","(7.7e-05, 3.388)",170.0,-1.152073,14883,14884
537,"(8.1e-05, 3.476)","(8.1e-05, 3.388)",180.0,-1.169268,427,428
538,"(8.4e-05, 3.476)","(8.4e-05, 3.388)",190.0,-1.180366,3624,3625
539,"(8.8e-05, 3.476)","(8.8e-05, 3.388)",200.0,-1.197561,16968,16969
540,"(2.3e-05, 3.476)","(2.3e-05, 3.388)",10.0,1.021144,14605,14606
541,"(2.8e-05, 3.476)","(2.8e-05, 3.388)",20.0,1.029735,10574,10575
542,"(3.4e-05, 3.476)","(3.4e-05, 3.388)",30.0,1.038691,16690,16691
543,"(3.8e-05, 3.476)","(3.8e-05, 3.388)",40.0,1.040811,2373,2374
544,"(4.2e-05, 3.476)","(4.2e-05, 3.388)",50.0,1.028691,15717,15718
545,"(4.5e-05, 3.476)","(4.5e-05, 3.388)",60.0,1.016667,18775,18776
546,"(4.8e-05, 3.476)","(4.8e-05, 3.388)",70.0,1.004735,22250,22251
547,"(5.1e-05, 3.476)","(5.1e-05, 3.388)",80.0,0.979481,25725,25726
548,"(5.3e-05, 3.476)","(5.3e-05, 3.388)",90.0,0.96141,17802,17803
549,"(5.6e-05, 3.476)","(5.6e-05, 3.388)",100.0,-1.062739,21138,21139
550,"(5.8e-05, 3.476)","(5.8e-05, 3.388)",110.0,-1.080478,13771,13772
551,"(6.1e-05, 3.476)","(6.1e-05, 3.388)",120.0,-1.104586,16829,16830
552,"(6.4e-05, 3.476)","(6.4e-05, 3.388)",130.0,-1.122325,20026,20027
553,"(6.7e-05, 3.476)","(6.7e-05, 3.388)",140.0,-1.146433,23501,23502
554,"(7e-05, 3.476)","(7e-05, 3.388)",150.0,-1.164172,26837,26838
555,"(7.3e-05, 3.476)","(7.3e-05, 3.388)",160.0,-1.181911,1400,1401
556,"(7.7e-05, 3.476)","(7.7e-05, 3.388)",170.0,-1.19965,14883,14884
557,"(8.1e-05, 3.476)","(8.1e-05, 3.388)",180.0,-1.211019,427,428
558,"(8.4e-05, 3.476)","(8.4e-05, 3.388)",190.0,-1.228758,3624,3625
559,"(8.8e-05, 3.476)","(8.8e-05, 3.388)",200.0,-1.246497,16968,16969
560,"(1.6e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.05125,26560,26561
561,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.101842,2235,2236
562,"(5e-06, 3.388)","(5e-06, 3.432)",30.0,1.13466,24336,24337
563,"(1e-06, 3.388)","(1e-06, 3.432)",40.0,1.170141,10436,10437
564,"(6e-06, 3.388)","(6e-06, 3.432)",50.0,1.190827,6544,6545
565,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.212647,2235,2236
566,"(1.5e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.226194,15579,15580
567,"(1.9e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.230677,1123,1124
568,"(2.2e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.179638,4320,4321
569,"(2.5e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.131818,7517,7518
570,"(2.9e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.086892,21000,21001
571,"(3.2e-05, 3.388)","(3.2e-05, 3.432)",120.0,1.051842,24475,24476
572,"(3.5e-05, 3.388)","(3.5e-05, 3.432)",130.0,1.011433,27811,27812
573,"(3.9e-05, 3.388)","(3.9e-05, 3.432)",140.0,0.979689,12660,12661
574,"(4.2e-05, 3.388)","(4.2e-05, 3.432)",150.0,0.955488,15718,15719
575,"(4.6e-05, 3.388)","(4.6e-05, 3.432)",160.0,0.925952,1262,1263
576,"(4.9e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.102751,4459,4460
577,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.125503,17803,17804
578,"(5.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.148254,3486,3487
579,"(6.1e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.171006,16830,16831
580,"(1.6e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.050556,26560,26561
581,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.107647,2235,2236
582,"(5e-06, 3.388)","(5e-06, 3.432)",30.0,1.148265,24336,24337
583,"(1e-06, 3.388)","(1e-06, 3.432)",40.0,1.175804,10436,10437
584,"(6e-06, 3.388)","(6e-06, 3.432)",50.0,1.205216,6544,6545
585,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.218175,2235,2236
586,"(1.5e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.241119,15579,15580
587,"(1.9e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.245714,1123,1124
588,"(2.2e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.19413,4320,4321
589,"(2.5e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.145804,7517,7518
590,"(2.9e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.100405,21000,21001
591,"(3.2e-05, 3.388)","(3.2e-05, 3.432)",120.0,1.065,24475,24476
592,"(3.5e-05, 3.388)","(3.5e-05, 3.432)",130.0,1.024172,27811,27812
593,"(3.9e-05, 3.388)","(3.9e-05, 3.432)",140.0,0.992112,12660,12661
594,"(4.2e-05, 3.388)","(4.2e-05, 3.432)",150.0,0.967683,15718,15719
595,"(4.6e-05, 3.388)","(4.6e-05, 3.432)",160.0,0.937857,1262,1263
596,"(4.9e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.090848,4459,4460
597,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.113392,17803,17804
598,"(5.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.135936,3486,3487
599,"(6.1e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.15848,16830,16831
600,"(1.6e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.039872,26560,26561
601,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.08396,2235,2236
602,"(5e-06, 3.388)","(5e-06, 3.432)",30.0,1.116944,24336,24337
603,"(1e-06, 3.388)","(1e-06, 3.432)",40.0,1.136028,10436,10437
604,"(6e-06, 3.388)","(6e-06, 3.432)",50.0,1.156159,6544,6545
605,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.177407,2235,2236
606,"(1.5e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.181418,15579,15580
607,"(1.9e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.185564,1123,1124
608,"(2.2e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.136159,4320,4321
609,"(2.5e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.08986,7517,7518
610,"(2.9e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.046351,21000,21001
611,"(3.2e-05, 3.388)","(3.2e-05, 3.432)",120.0,1.012368,24475,24476
612,"(3.5e-05, 3.388)","(3.5e-05, 3.432)",130.0,0.973217,27811,27812
613,"(3.9e-05, 3.388)","(3.9e-05, 3.432)",140.0,0.942422,12660,12661
614,"(4.2e-05, 3.388)","(4.2e-05, 3.432)",150.0,-1.081135,15718,15719
615,"(4.6e-05, 3.388)","(4.6e-05, 3.432)",160.0,-1.110675,1262,1263
616,"(4.9e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.140215,4459,4460
617,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.16362,17803,17804
618,"(5.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.187025,3486,3487
619,"(6.1e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.210429,16830,16831
620,"(0.000101, 3.432)","(0.000101, 2.86)",10.0,1.049422,11966,11957
621,"(0.0001, 3.432)","(0.0001, 2.86)",20.0,1.105108,1541,1532
622,"(9.9e-05, 3.432)","(9.9e-05, 2.86)",30.0,1.150414,19055,19046
623,"(9.8e-05, 3.432)","(9.8e-05, 2.86)",40.0,1.18155,8908,8899
624,"(9.6e-05, 3.432)","(9.6e-05, 2.86)",50.0,1.205159,15997,15988
625,"(9.5e-05, 3.432)","(9.5e-05, 2.86)",60.0,1.22,5850,5841
626,"(9.5e-05, 3.432)","(9.5e-05, 2.86)",70.0,1.235492,5850,5841
627,"(9.7e-05, 3.432)","(9.7e-05, 2.86)",80.0,1.240992,26978,26969
628,"(9.9e-05, 3.432)","(9.9e-05, 2.86)",90.0,1.235992,19055,19046
629,"(0.000101, 3.432)","(0.000101, 2.86)",100.0,1.180159,11966,11957
630,"(0.000104, 3.432)","(0.000104, 2.86)",110.0,1.128206,15024,15015
631,"(0.000108, 3.432)","(0.000108, 2.86)",120.0,1.088148,568,559
632,"(0.000111, 3.432)","(0.000111, 2.86)",130.0,1.050108,3765,3756
633,"(0.000115, 3.432)","(0.000115, 2.86)",140.0,1.013916,17109,17100
634,"(0.00012, 3.432)","(0.00012, 2.86)",150.0,0.979422,13078,13069
635,"(0.000124, 3.432)","(0.000124, 2.86)",160.0,0.94649,27117,27108
636,"(0.000129, 3.432)","(0.000129, 2.86)",170.0,-0.085,22669,22660
637,"(0.000134, 3.432)","(0.000134, 2.86)",180.0,-1.109355,18221,18212
638,"(0.000139, 3.432)","(0.000139, 2.86)",190.0,-1.140161,14190,14181
639,"(0.000144, 3.432)","(0.000144, 2.86)",200.0,-1.164516,10159,10150
640,"(0.000101, 3.432)","(0.000101, 2.86)",10.0,-0.005,11966,11957
641,"(0.0001, 3.432)","(0.0001, 2.86)",20.0,0.997752,1541,1532
642,"(9.9e-05, 3.432)","(9.9e-05, 2.86)",30.0,0.992752,19055,19046
643,"(9.8e-05, 3.432)","(9.8e-05, 2.86)",40.0,0.987752,8908,8899
644,"(9.6e-05, 3.432)","(9.6e-05, 2.86)",50.0,0.982752,15997,15988
645,"(9.5e-05, 3.432)","(9.5e-05, 2.86)",60.0,0.985625,5850,5841
646,"(9.5e-05, 3.432)","(9.5e-05, 2.86)",70.0,0.980625,5850,5841
647,"(9.7e-05, 3.432)","(9.7e-05, 2.86)",80.0,0.975625,26978,26969
648,"(9.9e-05, 3.432)","(9.9e-05, 2.86)",90.0,0.978622,19055,19046
649,"(0.000101, 3.432)","(0.000101, 2.86)",100.0,0.973622,11966,11957
650,"(0.000104, 3.432)","(0.000104, 2.86)",110.0,-1.062692,15024,15015
651,"(0.000108, 3.432)","(0.000108, 2.86)",120.0,-1.098462,568,559
652,"(0.000111, 3.432)","(0.000111, 2.86)",130.0,-1.134231,3765,3756
653,"(0.000115, 3.432)","(0.000115, 2.86)",140.0,-1.17,17109,17100
654,"(0.00012, 3.432)","(0.00012, 2.86)",150.0,-1.205769,13078,13069
655,"(0.000124, 3.432)","(0.000124, 2.86)",160.0,-1.241538,27117,27108
656,"(0.000129, 3.432)","(0.000129, 2.86)",170.0,-1.277308,22669,22660
657,"(0.000134, 3.432)","(0.000134, 2.86)",180.0,-1.305385,18221,18212
658,"(0.000139, 3.432)","(0.000139, 2.86)",190.0,-1.341154,14190,14181
659,"(0.000144, 3.432)","(0.000144, 2.86)",200.0,-1.369231,10159,10150
660,"(0.000101, 3.432)","(0.000101, 2.86)",10.0,1.054211,11966,11957
661,"(0.0001, 3.432)","(0.0001, 2.86)",20.0,1.115874,1541,1532
662,"(9.9e-05, 3.432)","(9.9e-05, 2.86)",30.0,1.168824,19055,19046
663,"(9.8e-05, 3.432)","(9.8e-05, 2.86)",40.0,1.209008,8908,8899
664,"(9.6e-05, 3.432)","(9.6e-05, 2.86)",50.0,1.232812,15997,15988
665,"(9.5e-05, 3.432)","(9.5e-05, 2.86)",60.0,1.258,5850,5841
666,"(9.5e-05, 3.432)","(9.5e-05, 2.86)",70.0,1.273943,5850,5841
