,state,state_p,act,r_disp,s,s_p
8916,"(0.000116, 2.464)","(0.000116, 2.464)",170.0,1.315,28261,28261
8917,"(0.00012, 2.464)","(0.00012, 2.464)",180.0,1.280629,13110,13110
8918,"(0.000124, 2.464)","(0.000124, 2.464)",190.0,1.238333,27149,27149
8919,"(0.000128, 2.464)","(0.000128, 2.464)",200.0,1.206667,12137,12137
8920,"(0.000103, 2.464)","(0.000103, 2.464)",10.0,1.087593,4770,4770
8921,"(0.000105, 2.464)","(0.000105, 2.464)",20.0,1.177919,26037,26037
8922,"(0.000105, 2.464)","(0.000105, 2.464)",30.0,1.276971,26037,26037
8923,"(0.000103, 2.464)","(0.000103, 2.464)",40.0,1.341538,4770,4770
8924,"(0.000101, 2.464)","(0.000101, 2.464)",50.0,1.391,11998,11998
8925,"(9.9e-05, 2.464)","(9.9e-05, 2.464)",60.0,1.43281,19087,19087
8926,"(9.7e-05, 2.464)","(9.7e-05, 2.464)",70.0,1.452395,27010,27010
8927,"(9.5e-05, 2.464)","(9.5e-05, 2.464)",80.0,1.472821,5882,5882
8928,"(9.5e-05, 2.464)","(9.5e-05, 2.464)",90.0,1.480862,5882,5882
8929,"(9.6e-05, 2.464)","(9.6e-05, 2.464)",100.0,1.48913,16029,16029
8930,"(9.8e-05, 2.464)","(9.8e-05, 2.464)",110.0,1.457821,8940,8940
8931,"(0.0001, 2.464)","(0.0001, 2.464)",120.0,1.40281,1573,1573
8932,"(0.000103, 2.464)","(0.000103, 2.464)",130.0,1.351,4770,4770
8933,"(0.000106, 2.464)","(0.000106, 2.464)",140.0,1.302093,7967,7967
8934,"(0.000109, 2.464)","(0.000109, 2.464)",150.0,1.255827,11025,11025
8935,"(0.000113, 2.464)","(0.000113, 2.464)",160.0,1.221471,24925,24925
8936,"(0.000116, 2.464)","(0.000116, 2.464)",170.0,1.179286,28261,28261
8937,"(0.00012, 2.464)","(0.00012, 2.464)",180.0,1.147762,13110,13110
8938,"(0.000124, 2.464)","(0.000124, 2.464)",190.0,1.109082,27149,27149
8939,"(0.000128, 2.464)","(0.000128, 2.464)",200.0,1.08,12137,12137
8940,"(0.000103, 2.464)","(0.000103, 2.464)",10.0,1.09316,4770,4770
8941,"(0.000105, 2.464)","(0.000105, 2.464)",20.0,1.183333,26037,26037
8942,"(0.000105, 2.464)","(0.000105, 2.464)",30.0,1.282101,26037,26037
8943,"(0.000103, 2.464)","(0.000103, 2.464)",40.0,1.346412,4770,4770
8944,"(0.000101, 2.464)","(0.000101, 2.464)",50.0,1.395635,11998,11998
8945,"(9.9e-05, 2.464)","(9.9e-05, 2.464)",60.0,1.437213,19087,19087
8946,"(9.7e-05, 2.464)","(9.7e-05, 2.464)",70.0,1.469202,27010,27010
8947,"(9.5e-05, 2.464)","(9.5e-05, 2.464)",80.0,1.489915,5882,5882
8948,"(9.5e-05, 2.464)","(9.5e-05, 2.464)",90.0,1.498103,5882,5882
8949,"(9.6e-05, 2.464)","(9.6e-05, 2.464)",100.0,1.493103,16029,16029
8950,"(9.8e-05, 2.464)","(9.8e-05, 2.464)",110.0,1.474915,8940,8940
8951,"(0.0001, 2.464)","(0.0001, 2.464)",120.0,1.419339,1573,1573
8952,"(0.000103, 2.464)","(0.000103, 2.464)",130.0,1.367,4770,4770
8953,"(0.000106, 2.464)","(0.000106, 2.464)",140.0,1.317597,7967,7967
8954,"(0.000109, 2.464)","(0.000109, 2.464)",150.0,1.270865,11025,11025
8955,"(0.000113, 2.464)","(0.000113, 2.464)",160.0,1.236176,24925,24925
8956,"(0.000116, 2.464)","(0.000116, 2.464)",170.0,1.193571,28261,28261
8957,"(0.00012, 2.464)","(0.00012, 2.464)",180.0,1.161748,13110,13110
8958,"(0.000124, 2.464)","(0.000124, 2.464)",190.0,1.122687,27149,27149
8959,"(0.000128, 2.464)","(0.000128, 2.464)",200.0,1.093333,12137,12137
8960,"(6e-05, 2.464)","(6e-05, 0.836)",10.0,1.347,6855,6889
8961,"(6.1e-05, 2.464)","(6.1e-05, 0.836)",20.0,1.498929,16863,16897
8962,"(6.2e-05, 2.464)","(6.2e-05, 0.836)",30.0,1.493929,27983,28017
8963,"(6.3e-05, 2.464)","(6.3e-05, 0.836)",40.0,1.488929,9774,9808
8964,"(6.4e-05, 2.464)","(6.4e-05, 0.836)",50.0,1.483929,20060,20094
8965,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",60.0,1.478929,2546,2580
8966,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",70.0,1.473929,2546,2580
8967,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",80.0,1.468929,2546,2580
8968,"(6.4e-05, 2.464)","(6.4e-05, 0.836)",90.0,1.463929,20060,20094
8969,"(6.3e-05, 2.464)","(6.3e-05, 0.836)",100.0,1.458929,9774,9808
8970,"(6.2e-05, 2.464)","(6.2e-05, 0.836)",110.0,1.453929,27983,28017
8971,"(6.1e-05, 2.464)","(6.1e-05, 0.836)",120.0,1.448929,16863,16897
8972,"(5.9e-05, 2.464)","(5.9e-05, 0.836)",130.0,1.443929,24647,24681
8973,"(5.8e-05, 2.464)","(5.8e-05, 0.836)",140.0,1.438929,13805,13839
8974,"(5.6e-05, 2.464)","(5.6e-05, 0.836)",150.0,1.433929,21172,21206
8975,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",160.0,1.428929,10747,10781
8976,"(5.4e-05, 2.464)","(5.4e-05, 0.836)",170.0,1.423929,322,356
8977,"(5.4e-05, 2.464)","(5.4e-05, 0.836)",180.0,1.418929,322,356
8978,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",190.0,1.413929,10747,10781
8979,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",200.0,1.408929,10747,10781
8980,"(6e-05, 2.464)","(6e-05, 0.836)",10.0,1.379615,6855,6889
8981,"(6.1e-05, 2.464)","(6.1e-05, 0.836)",20.0,1.39625,16863,16897
8982,"(6.2e-05, 2.464)","(6.2e-05, 0.836)",30.0,1.39125,27983,28017
8983,"(6.3e-05, 2.464)","(6.3e-05, 0.836)",40.0,1.38625,9774,9808
8984,"(6.4e-05, 2.464)","(6.4e-05, 0.836)",50.0,1.38125,20060,20094
8985,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",60.0,1.37625,2546,2580
8986,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",70.0,1.37125,2546,2580
8987,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",80.0,1.36625,2546,2580
8988,"(6.4e-05, 2.464)","(6.4e-05, 0.836)",90.0,1.36125,20060,20094
8989,"(6.3e-05, 2.464)","(6.3e-05, 0.836)",100.0,1.35625,9774,9808
8990,"(6.2e-05, 2.464)","(6.2e-05, 0.836)",110.0,1.35125,27983,28017
8991,"(6.1e-05, 2.464)","(6.1e-05, 0.836)",120.0,1.34625,16863,16897
8992,"(5.9e-05, 2.464)","(5.9e-05, 0.836)",130.0,1.34125,24647,24681
8993,"(5.8e-05, 2.464)","(5.8e-05, 0.836)",140.0,1.33625,13805,13839
8994,"(5.6e-05, 2.464)","(5.6e-05, 0.836)",150.0,1.33125,21172,21206
8995,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",160.0,1.32625,10747,10781
8996,"(5.4e-05, 2.464)","(5.4e-05, 0.836)",170.0,1.32125,322,356
8997,"(5.4e-05, 2.464)","(5.4e-05, 0.836)",180.0,1.31625,322,356
8998,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",190.0,1.31125,10747,10781
8999,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",200.0,1.30625,10747,10781
9000,"(6e-05, 2.464)","(6e-05, 0.836)",10.0,1.328333,6855,6889
9001,"(6.1e-05, 2.464)","(6.1e-05, 0.836)",20.0,1.52271,16863,16897
9002,"(6.2e-05, 2.464)","(6.2e-05, 0.836)",30.0,1.546905,27983,28017
9003,"(6.3e-05, 2.464)","(6.3e-05, 0.836)",40.0,1.541905,9774,9808
9004,"(6.4e-05, 2.464)","(6.4e-05, 0.836)",50.0,1.536905,20060,20094
9005,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",60.0,1.531905,2546,2580
9006,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",70.0,1.526905,2546,2580
9007,"(6.5e-05, 2.464)","(6.5e-05, 0.836)",80.0,1.521905,2546,2580
9008,"(6.4e-05, 2.464)","(6.4e-05, 0.836)",90.0,1.516905,20060,20094
9009,"(6.3e-05, 2.464)","(6.3e-05, 0.836)",100.0,1.511905,9774,9808
9010,"(6.2e-05, 2.464)","(6.2e-05, 0.836)",110.0,1.506905,27983,28017
9011,"(6.1e-05, 2.464)","(6.1e-05, 0.836)",120.0,1.501905,16863,16897
9012,"(5.9e-05, 2.464)","(5.9e-05, 0.836)",130.0,1.496905,24647,24681
9013,"(5.8e-05, 2.464)","(5.8e-05, 0.836)",140.0,1.491905,13805,13839
9014,"(5.6e-05, 2.464)","(5.6e-05, 0.836)",150.0,1.486905,21172,21206
9015,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",160.0,1.481905,10747,10781
9016,"(5.4e-05, 2.464)","(5.4e-05, 0.836)",170.0,1.476905,322,356
9017,"(5.4e-05, 2.464)","(5.4e-05, 0.836)",180.0,1.471905,322,356
9018,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",190.0,1.466905,10747,10781
9019,"(5.5e-05, 2.464)","(5.5e-05, 0.836)",200.0,1.461905,10747,10781
9020,"(6.5e-05, 0.836)","(6.5e-05, 2.728)",10.0,1.045,2580,2624
9021,"(6.8e-05, 0.836)","(6.8e-05, 2.728)",20.0,1.087015,5777,5821
9022,"(6.9e-05, 0.836)","(6.9e-05, 2.728)",30.0,1.115769,15924,15968
9023,"(7e-05, 0.836)","(7e-05, 2.728)",40.0,1.146667,26905,26949
9024,"(7e-05, 0.836)","(7e-05, 2.728)",50.0,1.160484,26905,26949
9025,"(6.9e-05, 0.836)","(6.9e-05, 2.728)",60.0,1.174918,15924,15968
9026,"(6.5e-05, 0.836)","(6.5e-05, 2.728)",70.0,1.179876,2580,2624
9027,"(6.1e-05, 0.836)","(6.1e-05, 2.728)",80.0,1.185,16897,16941
9028,"(5.6e-05, 0.836)","(5.6e-05, 2.728)",90.0,1.190294,21206,21250
9029,"(4.9e-05, 0.836)","(4.9e-05, 2.728)",100.0,1.154918,4526,4570
9030,"(4.2e-05, 0.836)","(4.2e-05, 2.728)",110.0,1.111667,15785,15829
9031,"(3.4e-05, 0.836)","(3.4e-05, 2.728)",120.0,1.070769,16758,16802
9032,"(2.7e-05, 0.836)","(2.7e-05, 2.728)",130.0,1.023889,217,261
9033,"(2.1e-05, 0.836)","(2.1e-05, 2.728)",140.0,0.987554,22179,22223
9034,"(1.4e-05, 0.836)","(1.4e-05, 2.728)",150.0,0.960211,5499,5543
9035,"(9e-06, 0.836)","(9e-06, 2.728)",160.0,0.926849,9530,9574
9036,"(4e-06, 0.836)","(4e-06, 2.728)",170.0,-1.105408,13561,13605
9037,"(0.0, 0.836)","(0.0, 2.728)",180.0,-1.130816,78,122
9038,"(3e-06, 0.836)","(3e-06, 2.728)",190.0,-1.163027,3275,3319
9039,"(5e-06, 0.836)","(5e-06, 2.728)",200.0,-1.188435,24403,24447
9040,"(6.5e-05, 0.836)","(6.5e-05, 2.728)",10.0,1.063493,2580,2624
9041,"(6.8e-05, 0.836)","(6.8e-05, 2.728)",20.0,1.120435,5777,5821
9042,"(6.9e-05, 0.836)","(6.9e-05, 2.728)",30.0,1.157932,15924,15968
9043,"(7e-05, 0.836)","(7e-05, 2.728)",40.0,1.189302,26905,26949
9044,"(7e-05, 0.836)","(7e-05, 2.728)",50.0,1.213095,26905,26949
9045,"(6.9e-05, 0.836)","(6.9e-05, 2.728)",60.0,1.238293,15924,15968
9046,"(6.5e-05, 0.836)","(6.5e-05, 2.728)",70.0,1.243689,2580,2624
9047,"(6.1e-05, 0.836)","(6.1e-05, 2.728)",80.0,1.26,16897,16941
9048,"(5.6e-05, 0.836)","(5.6e-05, 2.728)",90.0,1.255,21206,21250
9049,"(4.9e-05, 0.836)","(4.9e-05, 2.728)",100.0,1.228689,4526,4570
9050,"(4.2e-05, 0.836)","(4.2e-05, 2.728)",110.0,1.183095,15785,15829
9051,"(3.4e-05, 0.836)","(3.4e-05, 2.728)",120.0,1.14,16758,16802
9052,"(2.7e-05, 0.836)","(2.7e-05, 2.728)",130.0,1.090556,217,261
9053,"(2.1e-05, 0.836)","(2.1e-05, 2.728)",140.0,1.052302,22179,22223
9054,"(1.4e-05, 0.836)","(1.4e-05, 2.728)",150.0,1.023592,5499,5543
9055,"(9e-06, 0.836)","(9e-06, 2.728)",160.0,0.988493,9530,9574
9056,"(4e-06, 0.836)","(4e-06, 2.728)",170.0,0.955,13561,13605
9057,"(0.0, 0.836)","(0.0, 2.728)",180.0,0.929608,78,122
9058,"(3e-06, 0.836)","(3e-06, 2.728)",190.0,-1.10141,3275,3319
9059,"(5e-06, 0.836)","(5e-06, 2.728)",200.0,-1.125641,24403,24447
9060,"(6.5e-05, 0.836)","(6.5e-05, 2.728)",10.0,1.057069,2580,2624
9061,"(6.8e-05, 0.836)","(6.8e-05, 2.728)",20.0,1.105942,5777,5821
9062,"(6.9e-05, 0.836)","(6.9e-05, 2.728)",30.0,1.151667,15924,15968
9063,"(7e-05, 0.836)","(7e-05, 2.728)",40.0,1.183125,26905,26949
9064,"(7e-05, 0.836)","(7e-05, 2.728)",50.0,1.207,26905,26949
9065,"(6.9e-05, 0.836)","(6.9e-05, 2.728)",60.0,1.222033,15924,15968
9066,"(6.5e-05, 0.836)","(6.5e-05, 2.728)",70.0,1.227295,2580,2624
9067,"(6.1e-05, 0.836)","(6.1e-05, 2.728)",80.0,1.243333,16897,16941
9068,"(5.6e-05, 0.836)","(5.6e-05, 2.728)",90.0,1.238333,21206,21250
9069,"(4.9e-05, 0.836)","(4.9e-05, 2.728)",100.0,1.212295,4526,4570
9070,"(4.2e-05, 0.836)","(4.2e-05, 2.728)",110.0,1.167222,15785,15829
9071,"(3.4e-05, 0.836)","(3.4e-05, 2.728)",120.0,1.124615,16758,16802
9072,"(2.7e-05, 0.836)","(2.7e-05, 2.728)",130.0,1.075741,217,261
9073,"(2.1e-05, 0.836)","(2.1e-05, 2.728)",140.0,1.037914,22179,22223
9074,"(1.4e-05, 0.836)","(1.4e-05, 2.728)",150.0,1.009507,5499,5543
9075,"(9e-06, 0.836)","(9e-06, 2.728)",160.0,0.974795,9530,9574
9076,"(4e-06, 0.836)","(4e-06, 2.728)",170.0,0.941667,13561,13605
9077,"(0.0, 0.836)","(0.0, 2.728)",180.0,0.916536,78,122
9078,"(3e-06, 0.836)","(3e-06, 2.728)",190.0,-1.114481,3275,3319
9079,"(5e-06, 0.836)","(5e-06, 2.728)",200.0,-1.138961,24403,24447
9080,"(1.6e-05, 2.728)","(1.6e-05, 3.432)",10.0,1.026447,26671,26561
9081,"(1.1e-05, 2.728)","(1.1e-05, 3.432)",20.0,1.048065,2346,2236
9082,"(5e-06, 2.728)","(5e-06, 3.432)",30.0,1.056895,24447,24337
9083,"(1e-06, 2.728)","(1e-06, 3.432)",40.0,1.058947,10547,10437
9084,"(6e-06, 2.728)","(6e-06, 3.432)",50.0,1.061093,6655,6545
9085,"(1.1e-05, 2.728)","(1.1e-05, 3.432)",60.0,1.048947,2346,2236
9086,"(1.5e-05, 2.728)","(1.5e-05, 3.432)",70.0,1.029935,15690,15580
9087,"(1.9e-05, 2.728)","(1.9e-05, 3.432)",80.0,1.011282,1234,1124
9088,"(2.2e-05, 2.728)","(2.2e-05, 3.432)",90.0,0.986447,4431,4321
9089,"(2.5e-05, 2.728)","(2.5e-05, 3.432)",100.0,0.962346,7628,7518
9090,"(2.9e-05, 2.728)","(2.9e-05, 3.432)",110.0,-0.055,21111,21001
9091,"(3.2e-05, 2.728)","(3.2e-05, 3.432)",120.0,-1.078293,24586,24476
9092,"(3.5e-05, 2.728)","(3.5e-05, 3.432)",130.0,-1.101585,27922,27812
9093,"(3.9e-05, 2.728)","(3.9e-05, 3.432)",140.0,-1.11878,12771,12661
9094,"(4.2e-05, 2.728)","(4.2e-05, 3.432)",150.0,-1.135976,15829,15719
9095,"(4.6e-05, 2.728)","(4.6e-05, 3.432)",160.0,-1.153171,1373,1263
9096,"(4.9e-05, 2.728)","(4.9e-05, 3.432)",170.0,-1.170366,4570,4460
9097,"(5.3e-05, 2.728)","(5.3e-05, 3.432)",180.0,-1.187561,17914,17804
9098,"(5.7e-05, 2.728)","(5.7e-05, 3.432)",190.0,-1.198659,3597,3487
9099,"(6.1e-05, 2.728)","(6.1e-05, 3.432)",200.0,-1.215854,16941,16831
9100,"(1.6e-05, 2.728)","(1.6e-05, 3.432)",10.0,1.025864,26671,26561
9101,"(1.1e-05, 2.728)","(1.1e-05, 3.432)",20.0,1.046962,2346,2236
9102,"(5e-06, 2.728)","(5e-06, 3.432)",30.0,1.062419,24447,24337
9103,"(1e-06, 2.728)","(1e-06, 3.432)",40.0,1.064416,10547,10437
9104,"(6e-06, 2.728)","(6e-06, 3.432)",50.0,1.066503,6655,6545
9105,"(1.1e-05, 2.728)","(1.1e-05, 3.432)",60.0,1.054416,2346,2236
9106,"(1.5e-05, 2.728)","(1.5e-05, 3.432)",70.0,1.042419,15690,15580
9107,"(1.9e-05, 2.728)","(1.9e-05, 3.432)",80.0,1.023694,1234,1124
9108,"(2.2e-05, 2.728)","(2.2e-05, 3.432)",90.0,0.99875,4431,4321
9109,"(2.5e-05, 2.728)","(2.5e-05, 3.432)",100.0,0.97454,7628,7518
9110,"(2.9e-05, 2.728)","(2.9e-05, 3.432)",110.0,0.957121,21111,21001
9111,"(3.2e-05, 2.728)","(3.2e-05, 3.432)",120.0,-1.065988,24586,24476
9112,"(3.5e-05, 2.728)","(3.5e-05, 3.432)",130.0,-1.088952,27922,27812
9113,"(3.9e-05, 2.728)","(3.9e-05, 3.432)",140.0,-1.105928,12771,12661
9114,"(4.2e-05, 2.728)","(4.2e-05, 3.432)",150.0,-1.122904,15829,15719
9115,"(4.6e-05, 2.728)","(4.6e-05, 3.432)",160.0,-1.13988,1373,1263
9116,"(4.9e-05, 2.728)","(4.9e-05, 3.432)",170.0,-1.156856,4570,4460
9117,"(5.3e-05, 2.728)","(5.3e-05, 3.432)",180.0,-1.167844,17914,17804
9118,"(5.7e-05, 2.728)","(5.7e-05, 3.432)",190.0,-1.18482,3597,3487
9119,"(6.1e-05, 2.728)","(6.1e-05, 3.432)",200.0,-1.195808,16941,16831
9120,"(1.6e-05, 2.728)","(1.6e-05, 3.432)",10.0,1.030928,26671,26561
9121,"(1.1e-05, 2.728)","(1.1e-05, 3.432)",20.0,1.057901,2346,2236
9122,"(5e-06, 2.728)","(5e-06, 3.432)",30.0,1.07305,24447,24337
9123,"(1e-06, 2.728)","(1e-06, 3.432)",40.0,1.081911,10547,10437
9124,"(6e-06, 2.728)","(6e-06, 3.432)",50.0,1.083974,6655,6545
9125,"(1.1e-05, 2.728)","(1.1e-05, 3.432)",60.0,1.071911,2346,2236
9126,"(1.5e-05, 2.728)","(1.5e-05, 3.432)",70.0,1.059937,15690,15580
9127,"(1.9e-05, 2.728)","(1.9e-05, 3.432)",80.0,1.04125,1234,1124
9128,"(2.2e-05, 2.728)","(2.2e-05, 3.432)",90.0,1.022901,4431,4321
9129,"(2.5e-05, 2.728)","(2.5e-05, 3.432)",100.0,0.998485,7628,7518
9130,"(2.9e-05, 2.728)","(2.9e-05, 3.432)",110.0,0.980928,21111,21001
9131,"(3.2e-05, 2.728)","(3.2e-05, 3.432)",120.0,0.957647,24586,24476
9132,"(3.5e-05, 2.728)","(3.5e-05, 3.432)",130.0,0.940814,27922,27812
9133,"(3.9e-05, 2.728)","(3.9e-05, 3.432)",140.0,-1.07578,12771,12661
9134,"(4.2e-05, 2.728)","(4.2e-05, 3.432)",150.0,-1.092341,15829,15719
9135,"(4.6e-05, 2.728)","(4.6e-05, 3.432)",160.0,-1.108902,1373,1263
9136,"(4.9e-05, 2.728)","(4.9e-05, 3.432)",170.0,-1.125462,4570,4460
9137,"(5.3e-05, 2.728)","(5.3e-05, 3.432)",180.0,-1.142023,17914,17804
9138,"(5.7e-05, 2.728)","(5.7e-05, 3.432)",190.0,-1.152803,3597,3487
9139,"(6.1e-05, 2.728)","(6.1e-05, 3.432)",200.0,-1.163584,16941,16831
9140,"(2.3e-05, 3.432)","(2.3e-05, 3.388)",10.0,1.002299,14607,14606
9141,"(2.8e-05, 3.432)","(2.8e-05, 3.388)",20.0,-0.01,10576,10575
9142,"(3.4e-05, 3.432)","(3.4e-05, 3.388)",30.0,-0.015,16692,16691
9143,"(3.8e-05, 3.432)","(3.8e-05, 3.388)",40.0,-1.027246,2375,2374
9144,"(4.2e-05, 3.432)","(4.2e-05, 3.388)",50.0,-1.046739,15719,15718
9145,"(4.5e-05, 3.432)","(4.5e-05, 3.388)",60.0,-1.058986,18777,18776
9146,"(4.8e-05, 3.432)","(4.8e-05, 3.388)",70.0,-1.078478,22252,22251
9147,"(5.1e-05, 3.432)","(5.1e-05, 3.388)",80.0,-1.097971,25727,25726
9148,"(5.3e-05, 3.432)","(5.3e-05, 3.388)",90.0,-1.117464,17804,17803
9149,"(5.6e-05, 3.432)","(5.6e-05, 3.388)",100.0,-1.136957,21140,21139
9150,"(5.8e-05, 3.432)","(5.8e-05, 3.388)",110.0,-1.149203,13773,13772
9151,"(6.1e-05, 3.432)","(6.1e-05, 3.388)",120.0,-1.168696,16831,16830
9152,"(6.4e-05, 3.432)","(6.4e-05, 3.388)",130.0,-1.188188,20028,20027
9153,"(6.7e-05, 3.432)","(6.7e-05, 3.388)",140.0,-1.222174,23503,23502
9154,"(7e-05, 3.432)","(7e-05, 3.388)",150.0,-1.256159,26839,26838
9155,"(7.3e-05, 3.432)","(7.3e-05, 3.388)",160.0,-1.290145,1402,1401
9156,"(7.7e-05, 3.432)","(7.7e-05, 3.388)",170.0,-1.32413,14885,14884
9157,"(8.1e-05, 3.432)","(8.1e-05, 3.388)",180.0,-1.35087,429,428
9158,"(8.4e-05, 3.432)","(8.4e-05, 3.388)",190.0,-1.377609,3626,3625
9159,"(8.8e-05, 3.432)","(8.8e-05, 3.388)",200.0,-1.404348,16970,16969
9160,"(2.3e-05, 3.432)","(2.3e-05, 3.388)",10.0,1.001944,14607,14606
9161,"(2.8e-05, 3.432)","(2.8e-05, 3.388)",20.0,1.003986,10576,10575
9162,"(3.4e-05, 3.432)","(3.4e-05, 3.388)",30.0,1.013369,16692,16691
9163,"(3.8e-05, 3.432)","(3.8e-05, 3.388)",40.0,1.015714,2375,2374
9164,"(4.2e-05, 3.432)","(4.2e-05, 3.388)",50.0,1.025725,15719,15718
9165,"(4.5e-05, 3.432)","(4.5e-05, 3.388)",60.0,1.028394,18777,18776
9166,"(4.8e-05, 3.432)","(4.8e-05, 3.388)",70.0,1.039074,22252,22251
9167,"(5.1e-05, 3.432)","(5.1e-05, 3.388)",80.0,1.050226,25727,25726
9168,"(5.3e-05, 3.432)","(5.3e-05, 3.388)",90.0,1.013394,17804,17803
9169,"(5.6e-05, 3.432)","(5.6e-05, 3.388)",100.0,0.971127,21140,21139
9170,"(5.8e-05, 3.432)","(5.8e-05, 3.388)",110.0,-1.068793,13773,13772
9171,"(6.1e-05, 3.432)","(6.1e-05, 3.388)",120.0,-1.101379,16831,16830
9172,"(6.4e-05, 3.432)","(6.4e-05, 3.388)",130.0,-1.133966,20028,20027
9173,"(6.7e-05, 3.432)","(6.7e-05, 3.388)",140.0,-1.166552,23503,23502
9174,"(7e-05, 3.432)","(7e-05, 3.388)",150.0,-1.199138,26839,26838
9175,"(7.3e-05, 3.432)","(7.3e-05, 3.388)",160.0,-1.231724,1402,1401
9176,"(7.7e-05, 3.432)","(7.7e-05, 3.388)",170.0,-1.26431,14885,14884
9177,"(8.1e-05, 3.432)","(8.1e-05, 3.388)",180.0,-1.29,429,428
9178,"(8.4e-05, 3.432)","(8.4e-05, 3.388)",190.0,-1.31569,3626,3625
9179,"(8.8e-05, 3.432)","(8.8e-05, 3.388)",200.0,-1.341379,16970,16969
9180,"(2.3e-05, 3.432)","(2.3e-05, 3.388)",10.0,1.015833,14607,14606
9181,"(2.8e-05, 3.432)","(2.8e-05, 3.388)",20.0,1.032553,10576,10575
9182,"(3.4e-05, 3.432)","(3.4e-05, 3.388)",30.0,1.050217,16692,16691
9183,"(3.8e-05, 3.432)","(3.8e-05, 3.388)",40.0,1.068889,2375,2374
9184,"(4.2e-05, 3.432)","(4.2e-05, 3.388)",50.0,1.080263,15719,15718
9185,"(4.5e-05, 3.432)","(4.5e-05, 3.388)",60.0,1.083636,18777,18776
9186,"(4.8e-05, 3.432)","(4.8e-05, 3.388)",70.0,1.087137,22252,22251
9187,"(5.1e-05, 3.432)","(5.1e-05, 3.388)",80.0,1.073636,25727,25726
9188,"(5.3e-05, 3.432)","(5.3e-05, 3.388)",90.0,1.027993,17804,17803
9189,"(5.6e-05, 3.432)","(5.6e-05, 3.388)",100.0,0.985211,21140,21139
9190,"(5.8e-05, 3.432)","(5.8e-05, 3.388)",110.0,-0.055,13773,13772
9191,"(6.1e-05, 3.432)","(6.1e-05, 3.388)",120.0,-1.087211,16831,16830
9192,"(6.4e-05, 3.432)","(6.4e-05, 3.388)",130.0,-1.119422,20028,20027
9193,"(6.7e-05, 3.432)","(6.7e-05, 3.388)",140.0,-1.151633,23503,23502
9194,"(7e-05, 3.432)","(7e-05, 3.388)",150.0,-1.183844,26839,26838
9195,"(7.3e-05, 3.432)","(7.3e-05, 3.388)",160.0,-1.216054,1402,1401
9196,"(7.7e-05, 3.432)","(7.7e-05, 3.388)",170.0,-1.248265,14885,14884
9197,"(8.1e-05, 3.432)","(8.1e-05, 3.388)",180.0,-1.273673,429,428
9198,"(8.4e-05, 3.432)","(8.4e-05, 3.388)",190.0,-1.299082,3626,3625
9199,"(8.8e-05, 3.432)","(8.8e-05, 3.388)",200.0,-1.32449,16970,16969
9200,"(1.6e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.015134,26560,26561
9201,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.038276,2235,2236
9202,"(5e-06, 3.388)","(5e-06, 3.432)",30.0,1.055423,24336,24337
9203,"(1e-06, 3.388)","(1e-06, 3.432)",40.0,1.081449,10436,10437
9204,"(6e-06, 3.388)","(6e-06, 3.432)",50.0,1.092647,6544,6545
9205,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.104328,2235,2236
9206,"(1.5e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.107857,15579,15580
9207,"(1.9e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.102857,1123,1124
9208,"(2.2e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.056449,4320,4321
9209,"(2.5e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.012937,7517,7518
9210,"(2.9e-05, 3.388)","(2.9e-05, 3.432)",110.0,0.972027,21000,21001
9211,"(3.2e-05, 3.388)","(3.2e-05, 3.432)",120.0,-0.06,24475,24476
9212,"(3.5e-05, 3.388)","(3.5e-05, 3.432)",130.0,-1.097895,27811,27812
9213,"(3.9e-05, 3.388)","(3.9e-05, 3.432)",140.0,-1.129211,12660,12661
9214,"(4.2e-05, 3.388)","(4.2e-05, 3.432)",150.0,-1.153947,15718,15719
9215,"(4.6e-05, 3.388)","(4.6e-05, 3.432)",160.0,-1.185263,1262,1263
9216,"(4.9e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.216579,4459,4460
9217,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.241316,17803,17804
