,state,state_p,act,r_vel,s,s_p
7398,"(3.9e-05, 4.4)","(3.9e-05, 1.54)",190.0,2.621535,47449,47431
7399,"(3.8e-05, 4.4)","(3.8e-05, 1.54)",200.0,2.543678,1023,1005
7400,"(1.4e-05, 1.54)","(1.4e-05, 3.256)",10.0,1.174856,43817,43790
7401,"(2e-06, 1.54)","(2e-06, 3.256)",20.0,1.169856,37423,37396
7402,"(4e-06, 1.54)","(4e-06, 3.256)",30.0,1.164856,20604,20577
7403,"(3e-06, 1.54)","(3e-06, 3.256)",40.0,1.058947,28805,28778
7404,"(2e-06, 1.54)","(2e-06, 3.256)",50.0,-1.037195,37423,37396
7405,"(7e-06, 1.54)","(7e-06, 3.256)",60.0,-1.121463,49655,49628
7406,"(1.4e-05, 1.54)","(1.4e-05, 3.256)",70.0,-1.205732,43817,43790
7407,"(1.9e-05, 1.54)","(1.9e-05, 3.256)",80.0,-1.29,449,422
7408,"(2.6e-05, 1.54)","(2.6e-05, 3.256)",90.0,-1.362073,50350,50323
7409,"(3.1e-05, 1.54)","(3.1e-05, 3.256)",100.0,-1.434146,6426,6399
7410,"(3.6e-05, 1.54)","(3.6e-05, 3.256)",110.0,-1.50622,18658,18631
7411,"(4e-05, 1.54)","(4e-05, 3.256)",120.0,-1.572195,38674,38647
7412,"(4.5e-05, 1.54)","(4.5e-05, 3.256)",130.0,-1.638171,51045,51018
7413,"(4.9e-05, 1.54)","(4.9e-05, 3.256)",140.0,-1.704146,16017,15990
7414,"(5.2e-05, 1.54)","(5.2e-05, 3.256)",150.0,-1.770122,45068,45041
7415,"(5.6e-05, 1.54)","(5.6e-05, 3.256)",160.0,-1.83,10179,10152
7416,"(5.9e-05, 1.54)","(5.9e-05, 3.256)",170.0,-1.889878,39091,39064
7417,"(6.2e-05, 1.54)","(6.2e-05, 3.256)",180.0,-1.949756,13654,13627
7418,"(6.5e-05, 1.54)","(6.5e-05, 3.256)",190.0,-2.003537,42288,42261
7419,"(6.7e-05, 1.54)","(6.7e-05, 3.256)",200.0,-2.05122,25191,25164
7420,"(1.4e-05, 1.54)","(1.4e-05, 3.256)",10.0,1.146786,43817,43790
7421,"(2e-06, 1.54)","(2e-06, 3.256)",20.0,1.08322,37423,37396
7422,"(4e-06, 1.54)","(4e-06, 3.256)",30.0,-1.05376,20604,20577
7423,"(3e-06, 1.54)","(3e-06, 3.256)",40.0,-1.182791,28805,28778
7424,"(2e-06, 1.54)","(2e-06, 3.256)",50.0,-1.30407,37423,37396
7425,"(7e-06, 1.54)","(7e-06, 3.256)",60.0,-1.417597,49655,49628
7426,"(1.4e-05, 1.54)","(1.4e-05, 3.256)",70.0,-1.523372,43817,43790
7427,"(1.9e-05, 1.54)","(1.9e-05, 3.256)",80.0,-1.629147,449,422
7428,"(2.6e-05, 1.54)","(2.6e-05, 3.256)",90.0,-1.719419,50350,50323
7429,"(3.1e-05, 1.54)","(3.1e-05, 3.256)",100.0,-1.80969,6426,6399
7430,"(3.6e-05, 1.54)","(3.6e-05, 3.256)",110.0,-1.899961,18658,18631
7431,"(4e-05, 1.54)","(4e-05, 3.256)",120.0,-1.982481,38674,38647
7432,"(4.5e-05, 1.54)","(4.5e-05, 3.256)",130.0,-2.065,51045,51018
7433,"(4.9e-05, 1.54)","(4.9e-05, 3.256)",140.0,-2.147519,16017,15990
7434,"(5.2e-05, 1.54)","(5.2e-05, 3.256)",150.0,-2.230039,45068,45041
7435,"(5.6e-05, 1.54)","(5.6e-05, 3.256)",160.0,-2.304806,10179,10152
7436,"(5.9e-05, 1.54)","(5.9e-05, 3.256)",170.0,-2.379574,39091,39064
7437,"(6.2e-05, 1.54)","(6.2e-05, 3.256)",180.0,-2.454341,13654,13627
7438,"(6.5e-05, 1.54)","(6.5e-05, 3.256)",190.0,-2.521357,42288,42261
7439,"(6.7e-05, 1.54)","(6.7e-05, 3.256)",200.0,-2.58062,25191,25164
7440,"(1.5e-05, 1.54)","(1.5e-05, 3.256)",10.0,-1.018514,34643,34616
7441,"(2e-06, 1.54)","(2e-06, 3.256)",20.0,-1.043784,37423,37396
7442,"(4e-06, 1.54)","(4e-06, 3.256)",30.0,-1.069054,20604,20577
7443,"(3e-06, 1.54)","(3e-06, 3.256)",40.0,-1.101081,28805,28778
7444,"(2e-06, 1.54)","(2e-06, 3.256)",50.0,-1.139865,37423,37396
7445,"(7e-06, 1.54)","(7e-06, 3.256)",60.0,-1.239459,49655,49628
7446,"(1.4e-05, 1.54)","(1.4e-05, 3.256)",70.0,-1.332297,43817,43790
7447,"(1.9e-05, 1.54)","(1.9e-05, 3.256)",80.0,-1.425135,449,422
7448,"(2.6e-05, 1.54)","(2.6e-05, 3.256)",90.0,-1.504459,50350,50323
7449,"(3.1e-05, 1.54)","(3.1e-05, 3.256)",100.0,-1.583784,6426,6399
7450,"(3.6e-05, 1.54)","(3.6e-05, 3.256)",110.0,-1.663108,18658,18631
7451,"(4e-05, 1.54)","(4e-05, 3.256)",120.0,-1.735676,38674,38647
7452,"(4.5e-05, 1.54)","(4.5e-05, 3.256)",130.0,-1.808243,51045,51018
7453,"(4.9e-05, 1.54)","(4.9e-05, 3.256)",140.0,-1.880811,16017,15990
7454,"(5.2e-05, 1.54)","(5.2e-05, 3.256)",150.0,-1.953378,45068,45041
7455,"(5.6e-05, 1.54)","(5.6e-05, 3.256)",160.0,-2.019189,10179,10152
7456,"(5.9e-05, 1.54)","(5.9e-05, 3.256)",170.0,-2.085,39091,39064
7457,"(6.2e-05, 1.54)","(6.2e-05, 3.256)",180.0,-2.150811,13654,13627
7458,"(6.5e-05, 1.54)","(6.5e-05, 3.256)",190.0,-2.209865,42288,42261
7459,"(6.7e-05, 1.54)","(6.7e-05, 3.256)",200.0,-2.262162,25191,25164
7460,"(2e-06, 3.256)","(2e-06, 3.96)",10.0,1.196422,37396,37520
7461,"(2.6e-05, 3.256)","(2.6e-05, 3.96)",20.0,1.414157,50323,50447
7462,"(4.1e-05, 3.256)","(4.1e-05, 3.96)",30.0,1.675,29890,30014
7463,"(4.7e-05, 3.256)","(4.7e-05, 3.96)",40.0,1.945116,32809,32933
7464,"(4.7e-05, 3.256)","(4.7e-05, 3.96)",50.0,2.160345,32809,32933
7465,"(4.4e-05, 3.256)","(4.4e-05, 3.96)",60.0,2.317222,4036,4160
7466,"(3.6e-05, 3.256)","(3.6e-05, 3.96)",70.0,2.178974,18631,18755
7467,"(1.7e-05, 3.256)","(1.7e-05, 3.96)",80.0,2.055041,17936,18060
7468,"(5e-06, 3.256)","(5e-06, 3.96)",90.0,1.951063,11820,11944
7469,"(3.3e-05, 3.256)","(3.3e-05, 3.96)",100.0,1.856015,44485,44609
7470,"(7.1e-05, 3.256)","(7.1e-05, 3.96)",110.0,1.768741,45597,45721
7471,"(0.000107, 3.256)","(0.000107, 3.96)",120.0,1.694325,8484,8608
7472,"(0.000152, 3.256)","(0.000152, 3.96)",130.0,1.625,4175,4299
7473,"(0.00019, 3.256)","(0.00019, 3.96)",140.0,1.565484,5287,5411
7474,"(0.000235, 3.256)","(0.000235, 3.96)",150.0,1.509375,839,963
7475,"(0.000275, 3.256)","(0.000275, 3.96)",160.0,1.461033,39342,39466
7476,"(0.00031, 3.256)","(0.00031, 3.96)",170.0,1.415,11959,12083
7477,"(0.000336, 3.256)","(0.000336, 3.96)",180.0,1.379565,6538,6662
7478,"(0.00035, 3.256)","(0.00035, 3.96)",190.0,1.345341,51157,51281
7479,"(0.000351, 3.256)","(0.000351, 3.96)",200.0,1.320168,41844,41968
7480,"(2e-06, 3.256)","(2e-06, 3.96)",10.0,1.180075,37396,37520
7481,"(2.6e-05, 3.256)","(2.6e-05, 3.96)",20.0,1.363702,50323,50447
7482,"(4.1e-05, 3.256)","(4.1e-05, 3.96)",30.0,1.547992,29890,30014
7483,"(4.7e-05, 3.256)","(4.7e-05, 3.96)",40.0,1.744444,32809,32933
7484,"(4.7e-05, 3.256)","(4.7e-05, 3.96)",50.0,1.930665,32809,32933
7485,"(4.4e-05, 3.256)","(4.4e-05, 3.96)",60.0,1.807963,4036,4160
7486,"(3.6e-05, 3.256)","(3.6e-05, 3.96)",70.0,1.698624,18631,18755
7487,"(1.7e-05, 3.256)","(1.7e-05, 3.96)",80.0,1.600496,17936,18060
7488,"(5e-06, 3.256)","(5e-06, 3.96)",90.0,1.517992,11820,11944
7489,"(3.3e-05, 3.256)","(3.3e-05, 3.96)",100.0,1.442481,44485,44609
7490,"(7.1e-05, 3.256)","(7.1e-05, 3.96)",110.0,1.373058,45597,45721
7491,"(0.000107, 3.256)","(0.000107, 3.96)",120.0,1.313702,8484,8608
7492,"(0.000152, 3.256)","(0.000152, 3.96)",130.0,1.258333,4175,4299
7493,"(0.00019, 3.256)","(0.00019, 3.96)",140.0,1.210645,5287,5411
7494,"(0.000235, 3.256)","(0.000235, 3.96)",150.0,1.165625,839,963
7495,"(0.000275, 3.256)","(0.000275, 3.96)",160.0,1.126687,39342,39466
7496,"(0.00031, 3.256)","(0.00031, 3.96)",170.0,1.089556,11959,12083
7497,"(0.000336, 3.256)","(0.000336, 3.96)",180.0,1.060725,6538,6662
7498,"(0.00035, 3.256)","(0.00035, 3.96)",190.0,1.032841,51157,51281
7499,"(0.000351, 3.256)","(0.000351, 3.96)",200.0,1.012045,41844,41968
7500,"(2e-06, 3.256)","(2e-06, 3.96)",10.0,1.174412,37396,37520
7501,"(2.6e-05, 3.256)","(2.6e-05, 3.96)",20.0,1.358601,50323,50447
7502,"(4.1e-05, 3.256)","(4.1e-05, 3.96)",30.0,1.545311,29890,30014
7503,"(4.7e-05, 3.256)","(4.7e-05, 3.96)",40.0,1.738772,32809,32933
7504,"(4.7e-05, 3.256)","(4.7e-05, 3.96)",50.0,1.940686,32809,32933
7505,"(4.4e-05, 3.256)","(4.4e-05, 3.96)",60.0,1.826481,4036,4160
7506,"(3.6e-05, 3.256)","(3.6e-05, 3.96)",70.0,1.716092,18631,18755
7507,"(1.7e-05, 3.256)","(1.7e-05, 3.96)",80.0,1.617025,17936,18060
7508,"(5e-06, 3.256)","(5e-06, 3.96)",90.0,1.53374,11820,11944
7509,"(3.3e-05, 3.256)","(3.3e-05, 3.96)",100.0,1.457519,44485,44609
7510,"(7.1e-05, 3.256)","(7.1e-05, 3.96)",110.0,1.387446,45597,45721
7511,"(0.000107, 3.256)","(0.000107, 3.96)",120.0,1.327543,8484,8608
7512,"(0.000152, 3.256)","(0.000152, 3.96)",130.0,1.271667,4175,4299
7513,"(0.00019, 3.256)","(0.00019, 3.96)",140.0,1.223548,5287,5411
7514,"(0.000235, 3.256)","(0.000235, 3.96)",150.0,1.178125,839,963
7515,"(0.000275, 3.256)","(0.000275, 3.96)",160.0,1.138845,39342,39466
7516,"(0.00031, 3.256)","(0.00031, 3.96)",170.0,1.101391,11959,12083
7517,"(0.000336, 3.256)","(0.000336, 3.96)",180.0,1.072319,6538,6662
7518,"(0.00035, 3.256)","(0.00035, 3.96)",190.0,1.044205,51157,51281
7519,"(0.000351, 3.256)","(0.000351, 3.96)",200.0,1.023249,41844,41968
7520,"(4.9e-05, 3.96)","(4.9e-05, 4.4)",10.0,1.283056,16114,16035
7521,"(6.7e-05, 3.96)","(6.7e-05, 4.4)",20.0,1.522033,25288,25209
7522,"(7.8e-05, 3.96)","(7.8e-05, 4.4)",30.0,1.794211,39605,39526
7523,"(8.5e-05, 3.96)","(8.5e-05, 4.4)",40.0,2.08728,34045,33966
7524,"(9.1e-05, 3.96)","(9.1e-05, 4.4)",50.0,2.325427,37242,37163
7525,"(9.5e-05, 3.96)","(9.5e-05, 4.4)",60.0,2.290675,2631,2552
7526,"(9.9e-05, 3.96)","(9.9e-05, 4.4)",70.0,2.165,23342,23263
7527,"(0.000102, 3.96)","(0.000102, 4.4)",80.0,2.051255,52532,52453
7528,"(0.000104, 3.96)","(0.000104, 4.4)",90.0,1.947754,34462,34383
7529,"(0.000105, 3.96)","(0.000105, 4.4)",100.0,1.859722,26261,26182
7530,"(0.000105, 3.96)","(0.000105, 4.4)",110.0,1.778333,26261,26182
7531,"(0.000103, 3.96)","(0.000103, 4.4)",120.0,1.702821,43497,43418
7532,"(9.8e-05, 3.96)","(9.8e-05, 4.4)",130.0,1.637786,31543,31464
7533,"(8.8e-05, 3.96)","(8.8e-05, 4.4)",140.0,1.581652,8052,7973
7534,"(6.8e-05, 3.96)","(6.8e-05, 4.4)",150.0,1.533187,16670,16591
7535,"(3.3e-05, 3.96)","(3.3e-05, 4.4)",160.0,1.491429,44609,44530
7536,"(2.5e-05, 3.96)","(2.5e-05, 4.4)",170.0,1.455616,3465,3386
7537,"(9.9e-05, 3.96)","(9.9e-05, 4.4)",180.0,1.429337,23342,23263
7538,"(0.000161, 3.96)","(0.000161, 4.4)",190.0,1.403638,36269,36190
7539,"(0.000219, 3.96)","(0.000219, 4.4)",200.0,1.390515,29319,29240
7540,"(4.9e-05, 3.96)","(4.9e-05, 4.4)",10.0,1.295578,16114,16035
7541,"(6.7e-05, 3.96)","(6.7e-05, 4.4)",20.0,1.290578,25288,25209
7542,"(7.8e-05, 3.96)","(7.8e-05, 4.4)",30.0,1.285578,39605,39526
7543,"(8.5e-05, 3.96)","(8.5e-05, 4.4)",40.0,1.280578,34045,33966
7544,"(9.1e-05, 3.96)","(9.1e-05, 4.4)",50.0,1.275578,37242,37163
7545,"(9.5e-05, 3.96)","(9.5e-05, 4.4)",60.0,1.270578,2631,2552
7546,"(9.9e-05, 3.96)","(9.9e-05, 4.4)",70.0,1.265578,23342,23263
7547,"(0.000102, 3.96)","(0.000102, 4.4)",80.0,1.260578,52532,52453
7548,"(0.000104, 3.96)","(0.000104, 4.4)",90.0,1.255578,34462,34383
7549,"(0.000105, 3.96)","(0.000105, 4.4)",100.0,1.250578,26261,26182
7550,"(0.000105, 3.96)","(0.000105, 4.4)",110.0,1.245578,26261,26182
7551,"(0.000103, 3.96)","(0.000103, 4.4)",120.0,1.240578,43497,43418
7552,"(9.8e-05, 3.96)","(9.8e-05, 4.4)",130.0,1.235578,31543,31464
7553,"(8.8e-05, 3.96)","(8.8e-05, 4.4)",140.0,1.230578,8052,7973
7554,"(6.8e-05, 3.96)","(6.8e-05, 4.4)",150.0,1.225578,16670,16591
7555,"(3.3e-05, 3.96)","(3.3e-05, 4.4)",160.0,1.205714,44609,44530
7556,"(2.5e-05, 3.96)","(2.5e-05, 4.4)",170.0,1.175504,3465,3386
7557,"(9.9e-05, 3.96)","(9.9e-05, 4.4)",180.0,1.153094,23342,23263
7558,"(0.000161, 3.96)","(0.000161, 4.4)",190.0,1.131158,36269,36190
7559,"(0.000219, 3.96)","(0.000219, 4.4)",200.0,1.119512,29319,29240
7560,"(4.9e-05, 3.96)","(4.9e-05, 4.4)",10.0,1.342368,16114,16035
7561,"(6.7e-05, 3.96)","(6.7e-05, 4.4)",20.0,1.631026,25288,25209
7562,"(7.8e-05, 3.96)","(7.8e-05, 4.4)",30.0,1.840072,39605,39526
7563,"(8.5e-05, 3.96)","(8.5e-05, 4.4)",40.0,2.011746,34045,33966
7564,"(9.1e-05, 3.96)","(9.1e-05, 4.4)",50.0,2.189533,37242,37163
7565,"(9.5e-05, 3.96)","(9.5e-05, 4.4)",60.0,2.367004,2631,2552
7566,"(9.9e-05, 3.96)","(9.9e-05, 4.4)",70.0,2.525,23342,23263
7567,"(0.000102, 3.96)","(0.000102, 4.4)",80.0,2.39346,52532,52453
7568,"(0.000104, 3.96)","(0.000104, 4.4)",90.0,2.273841,34462,34383
7569,"(0.000105, 3.96)","(0.000105, 4.4)",100.0,2.172222,26261,26182
7570,"(0.000105, 3.96)","(0.000105, 4.4)",110.0,2.078333,26261,26182
7571,"(0.000103, 3.96)","(0.000103, 4.4)",120.0,1.991282,43497,43418
7572,"(9.8e-05, 3.96)","(9.8e-05, 4.4)",130.0,1.916424,31543,31464
7573,"(8.8e-05, 3.96)","(8.8e-05, 4.4)",140.0,1.851922,8052,7973
7574,"(6.8e-05, 3.96)","(6.8e-05, 4.4)",150.0,1.796345,16670,16591
7575,"(3.3e-05, 3.96)","(3.3e-05, 4.4)",160.0,1.748571,44609,44530
7576,"(2.5e-05, 3.96)","(2.5e-05, 4.4)",170.0,1.707717,3465,3386
7577,"(9.9e-05, 3.96)","(9.9e-05, 4.4)",180.0,1.677956,23342,23263
7578,"(0.000161, 3.96)","(0.000161, 4.4)",190.0,1.648869,36269,36190
7579,"(0.000219, 3.96)","(0.000219, 4.4)",200.0,1.634417,29319,29240
7580,"(2.7e-05, 4.4)","(2.7e-05, 3.652)",10.0,1.122341,41194,41272
7581,"(1.4e-05, 4.4)","(1.4e-05, 3.652)",20.0,1.262727,43835,43913
7582,"(1.1e-05, 4.4)","(1.1e-05, 3.652)",30.0,1.435602,14923,15001
7583,"(1.5e-05, 4.4)","(1.5e-05, 3.652)",40.0,1.602642,34661,34739
7584,"(2e-05, 4.4)","(2e-05, 3.652)",50.0,1.750811,46893,46971
7585,"(2.7e-05, 4.4)","(2.7e-05, 3.652)",60.0,1.881111,41194,41272
7586,"(3.3e-05, 4.4)","(3.3e-05, 3.652)",70.0,1.93232,44530,44608
7587,"(4e-05, 4.4)","(4e-05, 3.652)",80.0,1.96,38692,38770
7588,"(4.6e-05, 4.4)","(4.6e-05, 3.652)",90.0,1.935263,41750,41828
7589,"(5.1e-05, 4.4)","(5.1e-05, 3.652)",100.0,1.891935,53982,54060
7590,"(5.5e-05, 4.4)","(5.5e-05, 3.652)",110.0,1.838082,19093,19171
7591,"(6e-05, 4.4)","(6e-05, 3.652)",120.0,1.792308,30491,30569
7592,"(6.4e-05, 4.4)","(6.4e-05, 3.652)",130.0,1.737395,51619,51697
7593,"(6.8e-05, 4.4)","(6.8e-05, 3.652)",140.0,1.705811,16591,16669
7594,"(7.1e-05, 4.4)","(7.1e-05, 3.652)",150.0,1.675,45642,45720
7595,"(7.5e-05, 4.4)","(7.5e-05, 3.652)",160.0,1.64,10892,10970
7596,"(7.7e-05, 4.4)","(7.7e-05, 3.652)",170.0,1.606011,48839,48917
7597,"(8e-05, 4.4)","(8e-05, 3.652)",180.0,1.596275,22846,22924
7598,"(8.1e-05, 4.4)","(8.1e-05, 3.652)",190.0,1.57259,14228,14306
7599,"(8.2e-05, 4.4)","(8.2e-05, 3.652)",200.0,1.553846,5054,5132
7600,"(2.7e-05, 4.4)","(2.7e-05, 3.652)",10.0,1.128122,41194,41272
7601,"(1.4e-05, 4.4)","(1.4e-05, 3.652)",20.0,1.29,43835,43913
7602,"(1.1e-05, 4.4)","(1.1e-05, 3.652)",30.0,1.441212,14923,15001
7603,"(1.5e-05, 4.4)","(1.5e-05, 3.652)",40.0,1.593995,34661,34739
7604,"(2e-05, 4.4)","(2e-05, 3.652)",50.0,1.753607,46893,46971
7605,"(2.7e-05, 4.4)","(2.7e-05, 3.652)",60.0,1.912935,41194,41272
7606,"(3.3e-05, 4.4)","(3.3e-05, 3.652)",70.0,2.074145,44530,44608
7607,"(4e-05, 4.4)","(4e-05, 3.652)",80.0,2.215521,38692,38770
7608,"(4.6e-05, 4.4)","(4.6e-05, 3.652)",90.0,2.217658,41750,41828
7609,"(5.1e-05, 4.4)","(5.1e-05, 3.652)",100.0,2.15679,53982,54060
7610,"(5.5e-05, 4.4)","(5.5e-05, 3.652)",110.0,2.118252,19093,19171
7611,"(6e-05, 4.4)","(6e-05, 3.652)",120.0,2.061662,30491,30569
7612,"(6.4e-05, 4.4)","(6.4e-05, 3.652)",130.0,2.007464,51619,51697
7613,"(6.8e-05, 4.4)","(6.8e-05, 3.652)",140.0,1.967037,16591,16669
7614,"(7.1e-05, 4.4)","(7.1e-05, 3.652)",150.0,1.950496,45642,45720
7615,"(7.5e-05, 4.4)","(7.5e-05, 3.652)",160.0,1.900609,10892,10970
7616,"(7.7e-05, 4.4)","(7.7e-05, 3.652)",170.0,1.879286,48839,48917
7617,"(8e-05, 4.4)","(8e-05, 3.652)",180.0,1.863552,22846,22924
7618,"(8.1e-05, 4.4)","(8.1e-05, 3.652)",190.0,1.853229,14228,14306
7619,"(8.2e-05, 4.4)","(8.2e-05, 3.652)",200.0,1.848229,5054,5132
7620,"(2.7e-05, 4.4)","(2.7e-05, 3.652)",10.0,1.110813,41194,41272
7621,"(1.4e-05, 4.4)","(1.4e-05, 3.652)",20.0,1.233176,43835,43913
7622,"(1.1e-05, 4.4)","(1.1e-05, 3.652)",30.0,1.376667,14923,15001
7623,"(1.5e-05, 4.4)","(1.5e-05, 3.652)",40.0,1.484505,34661,34739
7624,"(2e-05, 4.4)","(2e-05, 3.652)",50.0,1.623026,46893,46971
7625,"(2.7e-05, 4.4)","(2.7e-05, 3.652)",60.0,1.674082,41194,41272
7626,"(3.3e-05, 4.4)","(3.3e-05, 3.652)",70.0,1.710645,44530,44608
7627,"(4e-05, 4.4)","(4e-05, 3.652)",80.0,1.699583,38692,38770
7628,"(4.6e-05, 4.4)","(4.6e-05, 3.652)",90.0,1.659082,41750,41828
7629,"(5.1e-05, 4.4)","(5.1e-05, 3.652)",100.0,1.625585,53982,54060
7630,"(5.5e-05, 4.4)","(5.5e-05, 3.652)",110.0,1.576922,19093,19171
7631,"(6e-05, 4.4)","(6e-05, 3.652)",120.0,1.530476,30491,30569
7632,"(6.4e-05, 4.4)","(6.4e-05, 3.652)",130.0,1.500625,51619,51697
7633,"(6.8e-05, 4.4)","(6.8e-05, 3.652)",140.0,1.46211,16591,16669
7634,"(7.1e-05, 4.4)","(7.1e-05, 3.652)",150.0,1.429505,45642,45720
7635,"(7.5e-05, 4.4)","(7.5e-05, 3.652)",160.0,1.397876,10892,10970
7636,"(7.7e-05, 4.4)","(7.7e-05, 3.652)",170.0,1.375641,48839,48917
7637,"(8e-05, 4.4)","(8e-05, 3.652)",180.0,1.353804,22846,22924
7638,"(8.1e-05, 4.4)","(8.1e-05, 3.652)",190.0,1.324263,14228,14306
7639,"(8.2e-05, 4.4)","(8.2e-05, 3.652)",200.0,1.307303,5054,5132
7640,"(1.5e-05, 3.652)","(1.5e-05, 4.312)",10.0,1.114584,34739,34674
7641,"(2.7e-05, 3.652)","(2.7e-05, 4.312)",20.0,1.241938,41272,41207
7642,"(4.9e-05, 3.652)","(4.9e-05, 4.312)",30.0,1.39548,16113,16048
7643,"(7.3e-05, 3.652)","(7.3e-05, 4.312)",40.0,1.551776,28067,28002
7644,"(9.9e-05, 3.652)","(9.9e-05, 4.312)",50.0,1.679485,23341,23276
7645,"(0.000127, 3.652)","(0.000127, 4.312)",60.0,1.75453,823,758
7646,"(0.000157, 3.652)","(0.000157, 4.312)",70.0,1.816003,16391,16326
7647,"(0.000187, 3.652)","(0.000187, 4.312)",80.0,1.86,31403,31338
7648,"(0.000218, 3.652)","(0.000218, 4.312)",90.0,1.832907,38075,38010
7649,"(0.000248, 3.652)","(0.000248, 4.312)",100.0,1.817052,53921,53856
7650,"(0.000278, 3.652)","(0.000278, 4.312)",110.0,1.790714,14167,14102
7651,"(0.000301, 3.652)","(0.000301, 4.312)",120.0,1.749524,34322,34257
7652,"(0.000317, 3.652)","(0.000317, 4.312)",130.0,1.729444,6105,6040
7653,"(0.000326, 3.652)","(0.000326, 4.312)",140.0,1.695027,38353,38288
7654,"(0.000317, 3.652)","(0.000317, 4.312)",150.0,1.685218,6105,6040
7655,"(0.0003, 3.652)","(0.0003, 4.312)",160.0,1.665946,43357,43292
7656,"(0.00027, 3.652)","(0.00027, 4.312)",170.0,1.646903,27928,27863
7657,"(0.000227, 3.652)","(0.000227, 4.312)",180.0,1.655946,15418,15353
7658,"(0.000161, 3.652)","(0.000161, 4.312)",190.0,1.64624,36268,36203
7659,"(9.9e-05, 3.652)","(9.9e-05, 4.312)",200.0,1.64124,23341,23276
7660,"(1.5e-05, 3.652)","(1.5e-05, 4.312)",10.0,1.113492,34739,34674
7661,"(2.7e-05, 3.652)","(2.7e-05, 4.312)",20.0,1.236,41272,41207
7662,"(4.9e-05, 3.652)","(4.9e-05, 4.312)",30.0,1.388153,16113,16048
7663,"(7.3e-05, 3.652)","(7.3e-05, 4.312)",40.0,1.503227,28067,28002
7664,"(9.9e-05, 3.652)","(9.9e-05, 4.312)",50.0,1.658784,23341,23276
7665,"(0.000127, 3.652)","(0.000127, 4.312)",60.0,1.729887,823,758
7666,"(0.000157, 3.652)","(0.000157, 4.312)",70.0,1.786637,16391,16326
7667,"(0.000187, 3.652)","(0.000187, 4.312)",80.0,1.792353,31403,31338
7668,"(0.000218, 3.652)","(0.000218, 4.312)",90.0,1.798195,38075,38010
7669,"(0.000248, 3.652)","(0.000248, 4.312)",100.0,1.755797,53921,53856
7670,"(0.000278, 3.652)","(0.000278, 4.312)",110.0,1.73523,14167,14102
7671,"(0.000301, 3.652)","(0.000301, 4.312)",120.0,1.69493,34322,34257
7672,"(0.000317, 3.652)","(0.000317, 4.312)",130.0,1.675223,6105,6040
7673,"(0.000326, 3.652)","(0.000326, 4.312)",140.0,1.646253,38353,38288
7674,"(0.000317, 3.652)","(0.000317, 4.312)",150.0,1.636538,6105,6040
7675,"(0.0003, 3.652)","(0.0003, 4.312)",160.0,1.617548,43357,43292
7676,"(0.00027, 3.652)","(0.00027, 4.312)",170.0,1.598784,27928,27863
7677,"(0.000227, 3.652)","(0.000227, 4.312)",180.0,1.589245,15418,15353
7678,"(0.000161, 3.652)","(0.000161, 4.312)",190.0,1.584245,36268,36203
7679,"(9.9e-05, 3.652)","(9.9e-05, 4.312)",200.0,1.579245,23341,23276
7680,"(1.6e-05, 3.652)","(1.6e-05, 4.312)",10.0,1.085698,26538,26473
7681,"(2.7e-05, 3.652)","(2.7e-05, 4.312)",20.0,1.174343,41272,41207
7682,"(4.9e-05, 3.652)","(4.9e-05, 4.312)",30.0,1.256003,16113,16048
7683,"(7.3e-05, 3.652)","(7.3e-05, 4.312)",40.0,1.347347,28067,28002
7684,"(9.9e-05, 3.652)","(9.9e-05, 4.312)",50.0,1.387651,23341,23276
7685,"(0.000127, 3.652)","(0.000127, 4.312)",60.0,1.422012,823,758
7686,"(0.000157, 3.652)","(0.000157, 4.312)",70.0,1.430625,16391,16326
7687,"(0.000187, 3.652)","(0.000187, 4.312)",80.0,1.439495,31403,31338
7688,"(0.000218, 3.652)","(0.000218, 4.312)",90.0,1.411522,38075,38010
7689,"(0.000248, 3.652)","(0.000248, 4.312)",100.0,1.393077,53921,53856
7690,"(0.000278, 3.652)","(0.000278, 4.312)",110.0,1.357651,14167,14102
7691,"(0.000301, 3.652)","(0.000301, 4.312)",120.0,1.335833,34322,34257
7692,"(0.000317, 3.652)","(0.000317, 4.312)",130.0,1.302347,6105,6040
7693,"(0.000326, 3.652)","(0.000326, 4.312)",140.0,1.285491,38353,38288
7694,"(0.000317, 3.652)","(0.000317, 4.312)",150.0,1.257386,6105,6040
7695,"(0.0003, 3.652)","(0.0003, 4.312)",160.0,1.244859,43357,43292
7696,"(0.00027, 3.652)","(0.00027, 4.312)",170.0,1.225056,27928,27863
7697,"(0.000227, 3.652)","(0.000227, 4.312)",180.0,1.20558,15418,15353
7698,"(0.000161, 3.652)","(0.000161, 4.312)",190.0,1.193462,36268,36203
7699,"(9.9e-05, 3.652)","(9.9e-05, 4.312)",200.0,1.177929,23341,23276
7700,"(0.000209, 4.312)","(0.000209, 6.424)",10.0,1.178811,5762,5740
7701,"(0.000201, 4.312)","(0.000201, 6.424)",20.0,1.297263,20496,20474
7702,"(0.000197, 4.312)","(0.000197, 6.424)",30.0,1.356094,55246,55224
7703,"(0.000198, 4.312)","(0.000198, 6.424)",40.0,1.427423,46211,46189
7704,"(0.000199, 4.312)","(0.000199, 6.424)",50.0,1.471802,37315,37293
7705,"(0.000202, 4.312)","(0.000202, 6.424)",60.0,1.533474,11739,11717
