,state,state_p,act,r_vel,s,s_p
4774,"(4e-05, 1.98)","(4e-05, 1.54)",150.0,1.920122,38713,38674
4775,"(4e-05, 1.98)","(4e-05, 1.54)",160.0,1.849245,38713,38674
4776,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",170.0,1.791147,47470,47431
4777,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",180.0,1.744081,47470,47431
4778,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",190.0,1.683261,47470,47431
4779,"(3.8e-05, 1.98)","(3.8e-05, 1.54)",200.0,1.640426,1044,1005
4780,"(5.1e-05, 1.98)","(5.1e-05, 1.54)",10.0,1.129426,54003,53964
4781,"(5.7e-05, 1.98)","(5.7e-05, 1.54)",20.0,1.281045,1600,1561
4782,"(6.3e-05, 1.98)","(6.3e-05, 1.54)",30.0,1.438782,4519,4480
4783,"(6.8e-05, 1.98)","(6.8e-05, 1.54)",40.0,1.589302,16612,16573
4784,"(7e-05, 1.98)","(7e-05, 1.54)",50.0,1.749359,54559,54520
4785,"(6.9e-05, 1.98)","(6.9e-05, 1.54)",60.0,1.902961,7438,7399
4786,"(6.4e-05, 1.98)","(6.4e-05, 1.54)",70.0,2.074756,51640,51601
4787,"(5.9e-05, 1.98)","(5.9e-05, 1.54)",80.0,2.206753,39130,39091
4788,"(4.8e-05, 1.98)","(4.8e-05, 1.54)",90.0,2.144873,24674,24635
4789,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",100.0,2.085802,29956,29917
4790,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",110.0,2.004524,29956,29917
4791,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",120.0,1.917143,29956,29917
4792,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",130.0,1.846602,29956,29917
4793,"(4e-05, 1.98)","(4e-05, 1.54)",140.0,1.770426,38713,38674
4794,"(4e-05, 1.98)","(4e-05, 1.54)",150.0,1.708505,38713,38674
4795,"(4e-05, 1.98)","(4e-05, 1.54)",160.0,1.65,38713,38674
4796,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",170.0,1.602805,47470,47431
4797,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",180.0,1.54981,47470,47431
4798,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",190.0,1.49947,47470,47431
4799,"(3.8e-05, 1.98)","(3.8e-05, 1.54)",200.0,1.458559,1044,1005
4800,"(5.1e-05, 1.98)","(5.1e-05, 1.54)",10.0,1.130359,54003,53964
4801,"(5.7e-05, 1.98)","(5.7e-05, 1.54)",20.0,1.282453,1600,1561
4802,"(6.3e-05, 1.98)","(6.3e-05, 1.54)",30.0,1.437297,4519,4480
4803,"(6.8e-05, 1.98)","(6.8e-05, 1.54)",40.0,1.585469,16612,16573
4804,"(7e-05, 1.98)","(7e-05, 1.54)",50.0,1.738948,54559,54520
4805,"(6.9e-05, 1.98)","(6.9e-05, 1.54)",60.0,1.899577,7438,7399
4806,"(6.4e-05, 1.98)","(6.4e-05, 1.54)",70.0,2.061939,51640,51601
4807,"(5.9e-05, 1.98)","(5.9e-05, 1.54)",80.0,2.218242,39130,39091
4808,"(4.8e-05, 1.98)","(4.8e-05, 1.54)",90.0,2.344535,24674,24635
4809,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",100.0,2.285227,29956,29917
4810,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",110.0,2.215718,29956,29917
4811,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",120.0,2.137861,29956,29917
4812,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",130.0,2.053557,29956,29917
4813,"(4e-05, 1.98)","(4e-05, 1.54)",140.0,1.985,38713,38674
4814,"(4e-05, 1.98)","(4e-05, 1.54)",150.0,1.920146,38713,38674
4815,"(4e-05, 1.98)","(4e-05, 1.54)",160.0,1.849577,38713,38674
4816,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",170.0,1.791712,47470,47431
4817,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",180.0,1.736667,47470,47431
4818,"(3.9e-05, 1.98)","(3.9e-05, 1.54)",190.0,1.691957,47470,47431
4819,"(3.8e-05, 1.98)","(3.8e-05, 1.54)",200.0,1.648936,1044,1005
4820,"(6e-06, 1.54)","(6e-06, 0.528)",10.0,1.118077,2812,2822
4821,"(6e-06, 1.54)","(6e-06, 0.528)",20.0,1.248621,2812,2822
4822,"(6e-06, 1.54)","(6e-06, 0.528)",30.0,1.388846,2812,2822
4823,"(5e-06, 1.54)","(5e-06, 0.528)",40.0,1.500833,11847,11857
4824,"(4e-06, 1.54)","(4e-06, 0.528)",50.0,1.634091,20604,20614
4825,"(3e-06, 1.54)","(3e-06, 0.528)",60.0,1.708095,28805,28815
4826,"(2e-06, 1.54)","(2e-06, 0.528)",70.0,1.745488,37423,37433
4827,"(1e-06, 1.54)","(1e-06, 0.528)",80.0,1.740488,46319,46329
4828,"(0.0, 1.54)","(0.0, 0.528)",90.0,1.735488,32,42
4829,"(0.0, 1.54)","(0.0, 0.528)",100.0,1.647674,32,42
4830,"(1e-06, 1.54)","(1e-06, 0.528)",110.0,1.531957,46319,46329
4831,"(1e-06, 1.54)","(1e-06, 0.528)",120.0,1.460833,46319,46329
4832,"(1e-06, 1.54)","(1e-06, 0.528)",130.0,1.395,46319,46329
4833,"(1e-06, 1.54)","(1e-06, 0.528)",140.0,1.307358,46319,46329
4834,"(1e-06, 1.54)","(1e-06, 0.528)",150.0,1.252273,46319,46329
4835,"(3e-06, 1.54)","(3e-06, 0.528)",160.0,1.200702,28805,28815
4836,"(5e-06, 1.54)","(5e-06, 0.528)",170.0,1.173621,11847,11857
4837,"(7e-06, 1.54)","(7e-06, 0.528)",180.0,1.106721,49655,49665
4838,"(9e-06, 1.54)","(9e-06, 0.528)",190.0,1.06373,31724,31734
4839,"(1e-05, 1.54)","(1e-05, 0.528)",200.0,1.006061,23523,23533
4840,"(6e-06, 1.54)","(6e-06, 0.528)",10.0,1.189805,2812,2822
4841,"(6e-06, 1.54)","(6e-06, 0.528)",20.0,1.405385,2812,2822
4842,"(6e-06, 1.54)","(6e-06, 0.528)",30.0,1.657727,2812,2822
4843,"(5e-06, 1.54)","(5e-06, 0.528)",40.0,1.857551,11847,11857
4844,"(4e-06, 1.54)","(4e-06, 0.528)",50.0,1.852551,20604,20614
4845,"(3e-06, 1.54)","(3e-06, 0.528)",60.0,1.847551,28805,28815
4846,"(2e-06, 1.54)","(2e-06, 0.528)",70.0,1.842551,37423,37433
4847,"(1e-06, 1.54)","(1e-06, 0.528)",80.0,1.837551,46319,46329
4848,"(0.0, 1.54)","(0.0, 0.528)",90.0,1.832551,32,42
4849,"(0.0, 1.54)","(0.0, 0.528)",100.0,1.827551,32,42
4850,"(1e-06, 1.54)","(1e-06, 0.528)",110.0,1.822551,46319,46329
4851,"(1e-06, 1.54)","(1e-06, 0.528)",120.0,1.817551,46319,46329
4852,"(1e-06, 1.54)","(1e-06, 0.528)",130.0,1.812551,46319,46329
4853,"(1e-06, 1.54)","(1e-06, 0.528)",140.0,1.733922,46319,46329
4854,"(1e-06, 1.54)","(1e-06, 0.528)",150.0,1.660849,46319,46329
4855,"(3e-06, 1.54)","(3e-06, 0.528)",160.0,1.562857,28805,28815
4856,"(5e-06, 1.54)","(5e-06, 0.528)",170.0,1.501207,11847,11857
4857,"(7e-06, 1.54)","(7e-06, 0.528)",180.0,1.418197,49655,49665
4858,"(9e-06, 1.54)","(9e-06, 0.528)",190.0,1.365317,31724,31734
4859,"(1e-05, 1.54)","(1e-05, 0.528)",200.0,1.293939,23523,23533
4860,"(6e-06, 1.54)","(6e-06, 0.528)",10.0,1.146899,2812,2822
4861,"(6e-06, 1.54)","(6e-06, 0.528)",20.0,1.141899,2812,2822
4862,"(6e-06, 1.54)","(6e-06, 0.528)",30.0,1.136899,2812,2822
4863,"(5e-06, 1.54)","(5e-06, 0.528)",40.0,1.131899,11847,11857
4864,"(4e-06, 1.54)","(4e-06, 0.528)",50.0,1.126899,20604,20614
4865,"(3e-06, 1.54)","(3e-06, 0.528)",60.0,1.121899,28805,28815
4866,"(2e-06, 1.54)","(2e-06, 0.528)",70.0,1.116899,37423,37433
4867,"(1e-06, 1.54)","(1e-06, 0.528)",80.0,1.111899,46319,46329
4868,"(0.0, 1.54)","(0.0, 0.528)",90.0,1.106899,32,42
4869,"(0.0, 1.54)","(0.0, 0.528)",100.0,1.101899,32,42
4870,"(1e-06, 1.54)","(1e-06, 0.528)",110.0,1.096899,46319,46329
4871,"(1e-06, 1.54)","(1e-06, 0.528)",120.0,1.091899,46319,46329
4872,"(1e-06, 1.54)","(1e-06, 0.528)",130.0,1.086899,46319,46329
4873,"(1e-06, 1.54)","(1e-06, 0.528)",140.0,1.081899,46319,46329
4874,"(1e-06, 1.54)","(1e-06, 0.528)",150.0,1.076899,46319,46329
4875,"(3e-06, 1.54)","(3e-06, 0.528)",160.0,1.071899,28805,28815
4876,"(5e-06, 1.54)","(5e-06, 0.528)",170.0,1.066899,11847,11857
4877,"(7e-06, 1.54)","(7e-06, 0.528)",180.0,1.061899,49655,49665
4878,"(9e-06, 1.54)","(9e-06, 0.528)",190.0,1.056899,31724,31734
4879,"(1e-05, 1.54)","(1e-05, 0.528)",200.0,1.051899,23523,23533
4880,"(1e-06, 0.528)","(1e-06, 1.716)",10.0,1.131232,46329,46412
4881,"(1e-06, 0.528)","(1e-06, 1.716)",20.0,1.283729,46329,46412
4882,"(0.0, 0.528)","(0.0, 1.716)",30.0,1.436852,42,125
4883,"(2e-06, 0.528)","(2e-06, 1.716)",40.0,1.593169,37433,37516
4884,"(5e-06, 0.528)","(5e-06, 1.716)",50.0,1.748756,11857,11940
4885,"(7e-06, 0.528)","(7e-06, 1.716)",60.0,1.910594,49665,49748
4886,"(9e-06, 0.528)","(9e-06, 1.716)",70.0,2.072527,31734,31817
4887,"(1.1e-05, 0.528)","(1.1e-05, 1.716)",80.0,2.225896,14915,14998
4888,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",90.0,2.207874,5880,5963
4889,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",100.0,2.139944,5880,5963
4890,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",110.0,2.063919,5880,5963
4891,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",120.0,1.971088,5880,5963
4892,"(1.1e-05, 0.528)","(1.1e-05, 1.716)",130.0,1.885249,14915,14998
4893,"(8e-06, 0.528)","(8e-06, 1.716)",140.0,1.82372,40491,40574
4894,"(5e-06, 0.528)","(5e-06, 1.716)",150.0,1.765376,11857,11940
4895,"(3e-06, 0.528)","(3e-06, 1.716)",160.0,1.693756,28815,28898
4896,"(8e-06, 0.528)","(8e-06, 1.716)",170.0,1.641872,40491,40574
4897,"(9e-06, 0.528)","(9e-06, 1.716)",180.0,1.599655,31734,31817
4898,"(8e-06, 0.528)","(8e-06, 1.716)",190.0,1.545167,40491,40574
4899,"(2e-06, 0.528)","(2e-06, 1.716)",200.0,1.506557,37433,37516
4900,"(1e-06, 0.528)","(1e-06, 1.716)",10.0,1.132143,46329,46412
4901,"(1e-06, 0.528)","(1e-06, 1.716)",20.0,1.290654,46329,46412
4902,"(0.0, 0.528)","(0.0, 1.716)",30.0,1.442875,42,125
4903,"(2e-06, 0.528)","(2e-06, 1.716)",40.0,1.591336,37433,37516
4904,"(5e-06, 0.528)","(5e-06, 1.716)",50.0,1.751786,11857,11940
4905,"(7e-06, 0.528)","(7e-06, 1.716)",60.0,1.911463,49665,49748
4906,"(9e-06, 0.528)","(9e-06, 1.716)",70.0,2.07082,31734,31817
4907,"(1.1e-05, 0.528)","(1.1e-05, 1.716)",80.0,2.234286,14915,14998
4908,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",90.0,2.255578,5880,5963
4909,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",100.0,2.161111,5880,5963
4910,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",110.0,2.073342,5880,5963
4911,"(1.2e-05, 0.528)","(1.2e-05, 1.716)",120.0,2.002176,5880,5963
4912,"(1.1e-05, 0.528)","(1.1e-05, 1.716)",130.0,1.9151,14915,14998
4913,"(8e-06, 0.528)","(8e-06, 1.716)",140.0,1.843462,40491,40574
4914,"(5e-06, 0.528)","(5e-06, 1.716)",150.0,1.776163,11857,11940
4915,"(3e-06, 0.528)","(3e-06, 1.716)",160.0,1.720905,28815,28898
4916,"(8e-06, 0.528)","(8e-06, 1.716)",170.0,1.668304,40491,40574
4917,"(9e-06, 0.528)","(9e-06, 1.716)",180.0,1.610855,31734,31817
4918,"(8e-06, 0.528)","(8e-06, 1.716)",190.0,1.570272,40491,40574
4919,"(2e-06, 0.528)","(2e-06, 1.716)",200.0,1.52449,37433,37516
4940,"(4.5e-05, 1.716)","(4.5e-05, 2.552)",10.0,1.195,51138,51040
4941,"(4.7e-05, 1.716)","(4.7e-05, 2.552)",20.0,1.411603,32929,32831
4942,"(4.9e-05, 1.716)","(4.9e-05, 2.552)",30.0,1.685,16110,16012
4943,"(4.9e-05, 1.716)","(4.9e-05, 2.552)",40.0,1.960583,16110,16012
4944,"(4.7e-05, 1.716)","(4.7e-05, 2.552)",50.0,2.180405,32929,32831
4945,"(4.4e-05, 1.716)","(4.4e-05, 2.552)",60.0,2.355965,4156,4058
4946,"(4e-05, 1.716)","(4e-05, 2.552)",70.0,2.531038,38767,38669
4947,"(3.5e-05, 1.716)","(3.5e-05, 2.552)",80.0,2.447805,26952,26854
4948,"(3e-05, 1.716)","(3e-05, 2.552)",90.0,2.299828,15554,15456
4949,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",100.0,2.167391,41269,41171
4950,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",110.0,2.048093,50443,50345
4951,"(2.5e-05, 1.716)","(2.5e-05, 2.552)",120.0,1.949852,3461,3363
4952,"(2.5e-05, 1.716)","(2.5e-05, 2.552)",130.0,1.859528,3461,3363
4953,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",140.0,1.776154,50443,50345
4954,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",150.0,1.706659,50443,50345
4955,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",160.0,1.634286,41269,41171
4956,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",170.0,1.573537,41269,41171
4957,"(2.8e-05, 1.716)","(2.8e-05, 2.552)",180.0,1.516299,32373,32275
4958,"(2.9e-05, 1.716)","(2.9e-05, 2.552)",190.0,1.468218,24172,24074
4959,"(3e-05, 1.716)","(3e-05, 2.552)",200.0,1.416729,15554,15456
4960,"(4.5e-05, 1.716)","(4.5e-05, 2.552)",10.0,1.197817,51138,51040
4961,"(4.7e-05, 1.716)","(4.7e-05, 2.552)",20.0,1.422886,32929,32831
4962,"(4.9e-05, 1.716)","(4.9e-05, 2.552)",30.0,1.693,16110,16012
4963,"(4.9e-05, 1.716)","(4.9e-05, 2.552)",40.0,1.966047,16110,16012
4964,"(4.7e-05, 1.716)","(4.7e-05, 2.552)",50.0,2.142513,32929,32831
4965,"(4.4e-05, 1.716)","(4.4e-05, 2.552)",60.0,2.316154,4156,4058
4966,"(4e-05, 1.716)","(4e-05, 2.552)",70.0,2.491627,38767,38669
4967,"(3.5e-05, 1.716)","(3.5e-05, 2.552)",80.0,2.563659,26952,26854
4968,"(3e-05, 1.716)","(3e-05, 2.552)",90.0,2.409023,15554,15456
4969,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",100.0,2.270652,41269,41171
4970,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",110.0,2.146031,50443,50345
4971,"(2.5e-05, 1.716)","(2.5e-05, 2.552)",120.0,2.043448,3461,3363
4972,"(2.5e-05, 1.716)","(2.5e-05, 2.552)",130.0,1.949151,3461,3363
4973,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",140.0,1.862127,50443,50345
4974,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",150.0,1.789629,50443,50345
4975,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",160.0,1.714118,41269,41171
4976,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",170.0,1.650772,41269,41171
4977,"(2.8e-05, 1.716)","(2.8e-05, 2.552)",180.0,1.591102,32373,32275
4978,"(2.9e-05, 1.716)","(2.9e-05, 2.552)",190.0,1.541015,24172,24074
4979,"(3e-05, 1.716)","(3e-05, 2.552)",200.0,1.487361,15554,15456
4980,"(4.5e-05, 1.716)","(4.5e-05, 2.552)",10.0,1.200128,51138,51040
4981,"(4.7e-05, 1.716)","(4.7e-05, 2.552)",20.0,1.419054,32929,32831
4982,"(4.9e-05, 1.716)","(4.9e-05, 2.552)",30.0,1.697551,16110,16012
4983,"(4.9e-05, 1.716)","(4.9e-05, 2.552)",40.0,1.975283,16110,16012
4984,"(4.7e-05, 1.716)","(4.7e-05, 2.552)",50.0,2.144231,32929,32831
4985,"(4.4e-05, 1.716)","(4.4e-05, 2.552)",60.0,2.32,4156,4058
4986,"(4e-05, 1.716)","(4e-05, 2.552)",70.0,2.497934,38767,38669
4987,"(3.5e-05, 1.716)","(3.5e-05, 2.552)",80.0,2.539268,26952,26854
4988,"(3e-05, 1.716)","(3e-05, 2.552)",90.0,2.386034,15554,15456
4989,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",100.0,2.248913,41269,41171
4990,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",110.0,2.125412,50443,50345
4991,"(2.5e-05, 1.716)","(2.5e-05, 2.552)",120.0,2.023744,3461,3363
4992,"(2.5e-05, 1.716)","(2.5e-05, 2.552)",130.0,1.930283,3461,3363
4993,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",140.0,1.844027,50443,50345
4994,"(2.6e-05, 1.716)","(2.6e-05, 2.552)",150.0,1.772162,50443,50345
4995,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",160.0,1.697311,41269,41171
4996,"(2.7e-05, 1.716)","(2.7e-05, 2.552)",170.0,1.634512,41269,41171
4997,"(2.8e-05, 1.716)","(2.8e-05, 2.552)",180.0,1.575354,32373,32275
4998,"(2.9e-05, 1.716)","(2.9e-05, 2.552)",190.0,1.52569,24172,24074
4999,"(3e-05, 1.716)","(3e-05, 2.552)",200.0,1.472491,15554,15456
5000,"(4.5e-05, 2.552)","(4.5e-05, 2.552)",10.0,1.194405,51040,51040
5001,"(4.7e-05, 2.552)","(4.7e-05, 2.552)",20.0,1.409014,32831,32831
5002,"(4.9e-05, 2.552)","(4.9e-05, 2.552)",30.0,1.671192,16012,16012
5003,"(4.9e-05, 2.552)","(4.9e-05, 2.552)",40.0,1.945854,16012,16012
5004,"(4.7e-05, 2.552)","(4.7e-05, 2.552)",50.0,2.189286,32831,32831
5005,"(4.4e-05, 2.552)","(4.4e-05, 2.552)",60.0,2.36881,4058,4058
5006,"(4e-05, 2.552)","(4e-05, 2.552)",70.0,2.548333,38669,38669
5007,"(3.5e-05, 2.552)","(3.5e-05, 2.552)",80.0,2.417317,26854,26854
5008,"(3e-05, 2.552)","(3e-05, 2.552)",90.0,2.271092,15456,15456
5009,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",100.0,2.140217,41171,41171
5010,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",110.0,2.02232,50345,50345
5011,"(2.5e-05, 2.552)","(2.5e-05, 2.552)",120.0,1.925222,3363,3363
5012,"(2.5e-05, 2.552)","(2.5e-05, 2.552)",130.0,1.835943,3363,3363
5013,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",140.0,1.753529,50345,50345
5014,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",150.0,1.684825,50345,50345
5015,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",160.0,1.613277,41171,41171
5016,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",170.0,1.553211,41171,41171
5017,"(2.8e-05, 2.552)","(2.8e-05, 2.552)",180.0,1.496614,32275,32275
5018,"(2.9e-05, 2.552)","(2.9e-05, 2.552)",190.0,1.449061,24074,24074
5019,"(3e-05, 2.552)","(3e-05, 2.552)",200.0,1.398141,15456,15456
5020,"(4.5e-05, 2.552)","(4.5e-05, 2.552)",10.0,1.18112,51040,51040
5021,"(4.7e-05, 2.552)","(4.7e-05, 2.552)",20.0,1.377454,32831,32831
5022,"(4.9e-05, 2.552)","(4.9e-05, 2.552)",30.0,1.634123,16012,16012
5023,"(4.9e-05, 2.552)","(4.9e-05, 2.552)",40.0,1.87899,16012,16012
5024,"(4.7e-05, 2.552)","(4.7e-05, 2.552)",50.0,2.123571,32831,32831
5025,"(4.4e-05, 2.552)","(4.4e-05, 2.552)",60.0,2.364904,4058,4058
5026,"(4e-05, 2.552)","(4e-05, 2.552)",70.0,2.422516,38669,38669
5027,"(3.5e-05, 2.552)","(3.5e-05, 2.552)",80.0,2.252683,26854,26854
5028,"(3e-05, 2.552)","(3e-05, 2.552)",90.0,2.11592,15456,15456
5029,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",100.0,1.993478,41171,41171
5030,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",110.0,1.883144,50345,50345
5031,"(2.5e-05, 2.552)","(2.5e-05, 2.552)",120.0,1.792217,3363,3363
5032,"(2.5e-05, 2.552)","(2.5e-05, 2.552)",130.0,1.708585,3363,3363
5033,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",140.0,1.631357,50345,50345
5034,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",150.0,1.566921,50345,50345
5035,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",160.0,1.499832,41171,41171
5036,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",170.0,1.443455,41171,41171
5037,"(2.8e-05, 2.552)","(2.8e-05, 2.552)",180.0,1.390315,32275,32275
5038,"(2.9e-05, 2.552)","(2.9e-05, 2.552)",190.0,1.345613,24074,24074
5039,"(3e-05, 2.552)","(3e-05, 2.552)",200.0,1.29777,15456,15456
5040,"(4.5e-05, 2.552)","(4.5e-05, 2.552)",10.0,1.186358,51040,51040
5041,"(4.7e-05, 2.552)","(4.7e-05, 2.552)",20.0,1.398759,32831,32831
5042,"(4.9e-05, 2.552)","(4.9e-05, 2.552)",30.0,1.655996,16012,16012
5043,"(4.9e-05, 2.552)","(4.9e-05, 2.552)",40.0,1.91,16012,16012
5044,"(4.7e-05, 2.552)","(4.7e-05, 2.552)",50.0,2.168182,32831,32831
5045,"(4.4e-05, 2.552)","(4.4e-05, 2.552)",60.0,2.413038,4058,4058
5046,"(4e-05, 2.552)","(4e-05, 2.552)",70.0,2.487876,38669,38669
5047,"(3.5e-05, 2.552)","(3.5e-05, 2.552)",80.0,2.313659,26854,26854
5048,"(3e-05, 2.552)","(3e-05, 2.552)",90.0,2.173391,15456,15456
5049,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",100.0,2.047826,41171,41171
5050,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",110.0,1.934691,50345,50345
5051,"(2.5e-05, 2.552)","(2.5e-05, 2.552)",120.0,1.841478,3363,3363
5052,"(2.5e-05, 2.552)","(2.5e-05, 2.552)",130.0,1.755755,3363,3363
5053,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",140.0,1.676606,50345,50345
5054,"(2.6e-05, 2.552)","(2.6e-05, 2.552)",150.0,1.61059,50345,50345
5055,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",160.0,1.541849,41171,41171
5056,"(2.7e-05, 2.552)","(2.7e-05, 2.552)",170.0,1.484106,41171,41171
5057,"(2.8e-05, 2.552)","(2.8e-05, 2.552)",180.0,1.429685,32275,32275
5058,"(2.9e-05, 2.552)","(2.9e-05, 2.552)",190.0,1.383927,24074,24074
5059,"(3e-05, 2.552)","(3e-05, 2.552)",200.0,1.334944,15456,15456
5060,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",10.0,1.163224,5031,5128
5061,"(8.1e-05, 2.552)","(8.1e-05, 3.036)",20.0,1.348696,14205,14302
5062,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",30.0,1.56063,5031,5128
5063,"(8.3e-05, 2.552)","(8.3e-05, 3.036)",40.0,1.765714,52013,52110
5064,"(8.3e-05, 2.552)","(8.3e-05, 3.036)",50.0,1.959127,52013,52110
5065,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",60.0,2.162982,5031,5128
5066,"(8e-05, 2.552)","(8e-05, 3.036)",70.0,2.048333,22823,22920
5067,"(7.8e-05, 2.552)","(7.8e-05, 3.036)",80.0,1.913125,39503,39600
5068,"(7.6e-05, 2.552)","(7.6e-05, 3.036)",90.0,1.793235,1973,2070
5069,"(7.4e-05, 2.552)","(7.4e-05, 3.036)",100.0,1.702336,19626,19723
5070,"(7.2e-05, 2.552)","(7.2e-05, 3.036)",110.0,1.611667,36445,36542
5071,"(7.1e-05, 2.552)","(7.1e-05, 3.036)",120.0,1.535745,45619,45716
5072,"(6.9e-05, 2.552)","(6.9e-05, 3.036)",130.0,1.465612,7394,7491
5073,"(6.8e-05, 2.552)","(6.8e-05, 3.036)",140.0,1.406378,16568,16665
5074,"(6.7e-05, 2.552)","(6.7e-05, 3.036)",150.0,1.350856,25186,25283
5075,"(6.7e-05, 2.552)","(6.7e-05, 3.036)",160.0,1.298676,25186,25283
5076,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",170.0,1.24952,33387,33484
5077,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",180.0,1.207578,33387,33484
5078,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",190.0,1.163389,33387,33484
5079,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",200.0,1.12549,33387,33484
5080,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",10.0,1.169847,5031,5128
5081,"(8.1e-05, 2.552)","(8.1e-05, 3.036)",20.0,1.36276,14205,14302
5082,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",30.0,1.574212,5031,5128
5083,"(8.3e-05, 2.552)","(8.3e-05, 3.036)",40.0,1.786604,52013,52110
5084,"(8.3e-05, 2.552)","(8.3e-05, 3.036)",50.0,2.001455,52013,52110
5085,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",60.0,2.209766,5031,5128
5086,"(8e-05, 2.552)","(8e-05, 3.036)",70.0,2.092778,22823,22920
5087,"(7.8e-05, 2.552)","(7.8e-05, 3.036)",80.0,1.954792,39503,39600
5088,"(7.6e-05, 2.552)","(7.6e-05, 3.036)",90.0,1.832451,1973,2070
5089,"(7.4e-05, 2.552)","(7.4e-05, 3.036)",100.0,1.73972,19626,19723
5090,"(7.2e-05, 2.552)","(7.2e-05, 3.036)",110.0,1.647222,36445,36542
5091,"(7.1e-05, 2.552)","(7.1e-05, 3.036)",120.0,1.569787,45619,45716
5092,"(6.9e-05, 2.552)","(6.9e-05, 3.036)",130.0,1.498265,7394,7491
5093,"(6.8e-05, 2.552)","(6.8e-05, 3.036)",140.0,1.437874,16568,16665
5094,"(6.7e-05, 2.552)","(6.7e-05, 3.036)",150.0,1.381274,25186,25283
5095,"(6.7e-05, 2.552)","(6.7e-05, 3.036)",160.0,1.328088,25186,25283
5096,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",170.0,1.277989,33387,33484
5097,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",180.0,1.23526,33387,33484
5098,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",190.0,1.190235,33387,33484
5099,"(6.6e-05, 2.552)","(6.6e-05, 3.036)",200.0,1.151634,33387,33484
5100,"(8.2e-05, 2.552)","(8.2e-05, 3.036)",10.0,1.170385,5031,5128
5101,"(8.1e-05, 2.552)","(8.1e-05, 3.036)",20.0,1.364101,14205,14302
